time,COINBASE:open,COINBASE:high,COINBASE:low,COINBASE:close,COINBASE:volume,BINANCE:open,BINANCE:high,BINANCE:low,BINANCE:close,BINANCE:volume,BITFINEX:open,BITFINEX:high,BITFINEX:low,BITFINEX:close,BITFINEX:volume,KRAKEN:open,KRAKEN:high,KRAKEN:low,KRAKEN:close,KRAKEN:volume
2022-03-04 10:36,2742.53,2745.93,2741.91,2745.89,67.44073349,2743.13000000,2746.30000000,2743.00000000,2746.29000000,140.81460000,2745.4,2746.9,2745.4,2746.9,5.0782604099999995,2742.95,2746.24,2742.95,2746.24,23.50672918
2022-03-04 10:37,2745.75,2746.61,2743.7,2746.46,252.45828574,2746.29000000,2747.74000000,2744.70000000,2746.76000000,363.10150000,2747.1,2748.33525948,2747.0,2748.1,0.8018237300000001,2746.31,2746.54,2745.72,2746.54,5.51286975
2022-03-04 10:38,2746.45,2746.99,2744.74,2746.57,73.16122484,2746.75000000,2747.00000000,2745.30000000,2746.99000000,181.45840000,2748.0,2748.4,2747.3,2748.4,6.95316491,2746.23,2747.11,2746.23,2747.11,0.36673781
2022-03-04 10:39,2746.21,2746.23,2744.54,2744.88,162.50147601,2746.99000000,2746.99000000,2745.00000000,2745.76000000,727.41030000,2747.9,2747.9,2746.6,2747.0,0.72448099,2745.53,2745.53,2745.53,2745.53,1.60960552
2022-03-04 10:40,2744.88,2746.79,2744.37,2746.16,36.86001016,2745.76000000,2747.30000000,2745.11000000,2746.84000000,189.04460000,2747.0,2748.0,2746.6,2748.0,1.9048647799999998,2745.59,2746.62,2745.59,2746.38,8.473559680000001
2022-03-04 10:41,2746.58,2747.36,2745.02,2747.01,205.54811063,2746.84000000,2747.30000000,2746.00000000,2747.29000000,402.61610000,2747.8,2748.5,2746.9,2748.5,0.56827703,2746.57,2747.12,2745.63,2747.12,0.54891915
2022-03-04 10:42,2747.09,2748.36,2745.5,2747.18,156.80166667,2747.30000000,2748.86000000,2746.00000000,2747.22000000,415.12870000,2748.5,2749.4,2748.5,2748.7,1.61037579,2747.19,2747.29,2746.56,2746.58,7.56263001
2022-03-04 10:43,2747.11,2747.68,2746.03,2747.26,141.22634655,2747.21000000,2747.92000000,2746.58000000,2747.91000000,114.62170000,2748.99565241,2749.0,2748.7,2748.8,0.50869665,2747.31,2747.84,2747.31,2747.76,7.17711684
2022-03-04 10:44,2747.16,2747.16,2742.61,2743.28,127.04762752,2747.91000000,2747.92000000,2743.26000000,2744.19000000,343.70780000,2747.9,2747.9,2745.58362226,2745.7,7.97210854,2747.99,2747.99,2746.61,2746.61,2.09238617
2022-03-04 10:45,2743.93,2747.06,2743.88,2745.23,78.28769352,2744.19000000,2747.11000000,2744.18000000,2745.40000000,214.89430000,2745.7,2747.8,2745.7,2747.2,8.69033525,2746.25,2746.85,2745.51,2745.51,0.28865217
2022-03-04 10:46,2745.24,2745.24,2744.08,2744.09,130.71488524,2745.39000000,2745.40000000,2744.27000000,2744.27000000,79.49110000,2747.0,2747.0,2746.1,2746.6,1.0216918,,,,,0.0
2022-03-04 10:47,2744.05,2746.32,2744.05,2745.81,27.80325203,2744.27000000,2746.35000000,2743.92000000,2746.25000000,134.62510000,2746.6,2747.4,2746.6,2747.4,0.07767355999999999,2745.71,2746.07,2745.7,2745.94,5.50833351
2022-03-04 10:48,2745.69,2746.03,2743.9,2743.9,92.93726075,2746.24000000,2746.25000000,2744.10000000,2744.73000000,142.52970000,2747.3,2747.4,2747.3,2747.3,0.75918307,2745.61,2745.61,2745.06,2745.06,1.20639893
2022-03-04 10:49,2743.9,2745.43,2743.24,2745.43,104.032776,2744.73000000,2745.53000000,2744.16000000,2745.53000000,102.14950000,2745.94178176,2746.7,2745.94178176,2746.7,2.18715671,2744.56,2745.32,2743.84,2745.32,1.22970812
2022-03-04 10:50,2745.5,2745.5,2743.04,2743.84,130.40350612,2745.52000000,2745.53000000,2743.54000000,2744.59000000,200.64190000,2746.7,2747.4,2746.0,2746.1,4.55864489,,,,,0.0
2022-03-04 10:51,2743.83,2746.68,2743.16,2746.68,63.63525063,2744.60000000,2746.68000000,2743.68000000,2746.68000000,203.65600000,2746.4,2747.52854242,2746.0,2747.52854242,0.08823609,2744.08,2746.01,2744.08,2746.01,32.7046868
2022-03-04 10:52,2746.67,2746.67,2743.92,2745.97,34.83983224,2746.68000000,2746.72000000,2744.15000000,2745.99000000,135.03910000,2747.5925824,2747.5925824,2746.5,2746.8,1.04583473,2745.0,2745.0,2745.0,2745.0,0.00125
2022-03-04 10:53,2745.96,2746.36,2744.45,2744.69,53.66801566,2745.99000000,2746.04000000,2744.60000000,2744.73000000,84.37350000,2747.4,2747.4,2747.3,2747.3,0.00249981,2745.92,2745.97,2745.59,2745.59,9.71430217
2022-03-04 10:54,2744.63,2745.06,2742.02,2742.48,118.55572163,2744.73000000,2744.99000000,2742.39000000,2742.64000000,299.38650000,2746.8,2746.8,2744.5,2744.8,5.40758238,,,,,0.0
2022-03-04 10:55,2742.12,2742.6,2740.24,2741.87,153.23215747,2742.64000000,2743.33000000,2740.38000000,2741.73000000,323.98160000,2744.5,2744.5,2742.5,2743.4,2.18540576,2743.0,2743.0,2741.14,2741.15,11.11341543
2022-03-04 10:56,2741.86,2743.11,2740.05,2741.69,186.84142733,2741.73000000,2741.84000000,2740.36000000,2741.80000000,177.26770000,2742.4,2743.1,2742.4,2743.1,1.00543783,2741.51,2741.51,2740.92,2741.01,2.25066934
2022-03-04 10:57,2741.98,2742.93,2740.46,2740.74,165.71201611,2741.81000000,2742.48000000,2741.00000000,2741.00000000,159.65090000,2743.7,2743.7,2743.0,2743.0,4.21367187,2742.57,2742.57,2740.84,2740.84,1.44069461
2022-03-04 10:58,2740.73,2742.68,2740.55,2742.05,43.15731952,2741.01000000,2742.48000000,2741.00000000,2741.90000000,103.28570000,2743.4,2743.65203501,2743.11957137,2743.4,3.4964594300000003,2740.97,2742.4,2740.97,2742.1,2.90694669
2022-03-04 10:59,2742.08,2742.56,2741.19,2741.39,117.98550872,2741.89000000,2742.20000000,2741.24000000,2741.80000000,81.31730000,2743.1,2743.9,2743.0,2743.9,0.36797311,2741.69,2742.31,2741.21,2741.21,26.935712
2022-03-04 11:00,2741.39,2743.68,2741.39,2743.68,44.49989092,2741.80000000,2743.78000000,2741.78000000,2743.78000000,143.24490000,2743.2,2745.36290992,2743.2,2745.3,9.03368211,2742.14,2742.14,2742.14,2742.14,0.34572616
2022-03-04 11:01,2743.68,2744.3,2739.23,2741.67,116.31753112,2743.78000000,2744.00000000,2740.00000000,2741.50000000,344.49160000,2745.5,2745.5,2742.0,2743.0,21.55532225,2744.1,2744.14,2740.63,2740.81,8.31316056
2022-03-04 11:02,2741.89,2741.91,2736.68,2736.71,153.05056644,2741.50000000,2741.83000000,2736.87000000,2736.88000000,332.76580000,2743.0,2743.0,2738.6,2738.6,1.76299442,2741.71,2741.71,2737.92,2737.92,2.73149995
2022-03-04 11:03,2736.7,2738.62,2736.56,2738.55,112.95267732,2736.88000000,2738.84000000,2736.87000000,2738.84000000,280.10900000,2738.84439359,2740.1,2738.2,2739.7,1.03742333,2738.51,2738.51,2738.51,2738.51,0.01582
2022-03-04 11:04,2738.57,2744.06,2738.57,2743.13,198.16521819,2738.84000000,2744.00000000,2738.83000000,2743.49000000,199.28280000,2739.72935173,2744.9,2739.72935173,2744.9,2.02967537,2741.58,2743.67,2741.58,2743.67,0.45429871
2022-03-04 11:05,2743.12,2745.5,2743.12,2744.64,75.6311441,2743.48000000,2745.55000000,2743.48000000,2744.86000000,306.12420000,2744.9,2746.6,2744.9,2745.6,1.81410968,2744.97,2745.15,2744.97,2745.07,5.00496318
2022-03-04 11:06,2744.62,2744.62,2742.78,2742.78,54.14279407,2744.85000000,2744.86000000,2743.25000000,2743.61000000,107.97020000,2746.3,2746.4,2744.9,2745.0,0.83315047,,,,,0.0
2022-03-04 11:07,2742.77,2743.24,2740.08,2742.14,130.15799258,2743.60000000,2743.61000000,2740.64000000,2742.34000000,144.23320000,2744.9,2745.1,2742.3,2743.63343545,1.69360152,2743.82,2743.82,2740.93,2742.23,5.11883904
2022-03-04 11:08,2741.86,2742.12,2738.84,2739.06,148.75541768,2742.34000000,2742.34000000,2739.52000000,2739.63000000,164.01010000,2743.4,2743.4,2741.6,2741.6,8.6995223,2742.01,2742.02,2742.0,2742.0,1.1069056000000002
2022-03-04 11:09,2739.16,2741.08,2739.16,2740.26,39.10355837,2739.63000000,2741.20000000,2739.63000000,2740.03000000,73.50660000,2740.9,2742.0,2740.9,2742.0,3.0082524,2740.94,2740.94,2740.94,2740.94,0.07312739
2022-03-04 11:10,2740.07,2740.64,2738.52,2740.64,32.41080502,2740.04000000,2740.78000000,2739.00000000,2740.77000000,272.77840000,2741.9,2742.5,2740.3,2742.5,19.78329297,2740.95,2740.95,2739.25,2740.5,3.32508634
2022-03-04 11:11,2740.72,2740.72,2738.71,2739.73,127.20642447,2740.78000000,2740.78000000,2739.48000000,2739.54000000,50.37360000,2741.1,2741.9,2740.95590177,2741.0,6.78424392,,,,,0.0
2022-03-04 11:12,2739.55,2741.41,2738.91,2740.57,54.30466604,2739.53000000,2740.77000000,2739.33000000,2740.18000000,114.57700000,2741.28597835,2743.0,2741.2323032,2742.56351547,14.45064252,2739.64,2740.88,2739.64,2740.69,12.36014143
2022-03-04 11:13,2740.39,2741.68,2739.87,2741.36,135.05427623,2740.18000000,2741.48000000,2739.93000000,2740.93000000,67.94150000,2742.27620808,2743.3,2742.16618255,2742.9,6.42184579,2740.53,2741.72,2740.28,2741.72,10.69863943
2022-03-04 11:14,2741.51,2741.77,2740.14,2740.88,47.47168158,2740.93000000,2741.13000000,2740.17000000,2740.59000000,73.66290000,2743.2,2743.6,2742.7,2743.0,8.66717399,,,,,0.0
2022-03-04 11:15,2741.08,2742.04,2738.75,2739.84,152.53891227,2740.59000000,2741.57000000,2739.14000000,2740.14000000,268.13280000,2743.1,2743.8,2741.1,2741.1,35.27813973,2740.89,2741.39,2740.79,2740.79,2.11375319
2022-03-04 11:16,2740.0,2741.31,2739.95,2740.32,28.65964254,2740.15000000,2741.35000000,2740.14000000,2740.40000000,179.12970000,2742.08030435,2742.6,2742.08030435,2742.5,0.54288665,2740.18,2741.17,2740.18,2741.17,0.03
2022-03-04 11:17,2740.33,2740.57,2738.42,2739.82,17.01910712,2740.39000000,2740.40000000,2738.32000000,2739.53000000,271.76150000,2742.6,2742.6,2740.6,2740.6,9.96427613,2740.29,2740.29,2738.91,2738.91,0.36109052999999997
2022-03-04 11:18,2739.83,2741.13,2738.98,2740.58,170.01893482,2739.53000000,2741.35000000,2739.02000000,2740.51000000,202.09320000,2741.3,2742.3,2741.3,2742.3,2.91392011,,,,,0.0
2022-03-04 11:19,2740.58,2741.13,2739.53,2740.25,21.91240454,2740.52000000,2741.16000000,2739.31000000,2740.22000000,63.24930000,2742.42555042,2742.47936523,2741.5,2741.5,5.26315274,,,,,0.0
2022-03-04 11:20,2740.24,2741.1,2739.07,2739.84,128.63648327,2740.21000000,2740.73000000,2739.16000000,2740.04000000,146.12950000,2742.25214929,2742.25214929,2741.38514365,2741.70321758,0.86372474,,,,,0.0
2022-03-04 11:21,2739.91,2740.22,2738.8,2739.64,29.70343086,2740.04000000,2740.05000000,2739.00000000,2739.41000000,84.53440000,2741.0,2741.0,2741.0,2741.0,0.11112562000000001,2739.92,2739.92,2739.92,2739.92,0.36675
2022-03-04 11:22,2739.44,2740.43,2736.4,2737.33,141.80675898,2739.41000000,2740.04000000,2736.74000000,2737.61000000,197.24770000,2741.1,2741.81864647,2739.3043301,2739.41989851,10.75863893,2740.62,2740.62,2740.48,2740.48,1.31706025
2022-03-04 11:23,2737.38,2741.95,2737.38,2741.64,32.31571836,2737.61000000,2742.23000000,2737.60000000,2742.10000000,197.69440000,2739.7,2743.7,2739.7,2743.2058555,5.87659074,2742.12,2742.12,2742.12,2742.12,0.39264759
2022-03-04 11:24,2741.92,2742.87,2741.56,2741.78,23.412736,2742.11000000,2742.94000000,2741.61000000,2741.98000000,86.09700000,2744.47466961,2744.47466961,2744.34147897,2744.34147897,2.09920968,2743.27,2743.27,2741.73,2742.57,2.31867989
2022-03-04 11:25,2741.78,2741.78,2740.32,2741.19,166.28731359,2741.97000000,2742.17000000,2740.54000000,2741.52000000,153.16300000,2743.7,2743.7,2742.58263804,2742.8,15.0102131,2742.56,2742.56,2741.6,2741.6,2.7741573099999997
2022-03-04 11:26,2741.19,2742.05,2740.37,2741.55,25.09713963,2741.52000000,2742.20000000,2741.00000000,2741.65000000,52.96100000,2742.6,2743.0,2742.6,2743.0,0.057515170000000004,2741.72,2741.72,2741.29,2741.29,0.6118445800000001
2022-03-04 11:27,2741.89,2742.37,2740.65,2741.31,131.194588,2741.65000000,2742.47000000,2741.20000000,2741.41000000,299.45570000,2742.9,2743.85488545,2742.9,2743.08599096,0.34865820000000003,2742.31,2742.31,2741.83,2741.83,0.26998529000000004
2022-03-04 11:28,2741.17,2742.18,2740.61,2741.5,117.38236288,2741.41000000,2742.68000000,2741.30000000,2741.97000000,195.10650000,2743.3056751,2743.85488545,2742.75646475,2743.4,5.57026705,2742.41,2742.41,2742.41,2742.41,0.08540071
2022-03-04 11:29,2742.16,2743.66,2741.06,2743.66,130.15975857,2741.97000000,2744.29000000,2741.62000000,2744.02000000,169.17800000,2743.29090467,2745.4,2743.1,2745.2,2.06298337,2742.24,2742.99,2741.15,2742.99,15.929305059999999
2022-03-04 11:30,2743.67,2744.26,2742.58,2742.94,36.98145619,2744.03000000,2744.77000000,2743.33000000,2743.34000000,102.89180000,2745.6310789,2745.9,2744.7,2744.7,3.72047356,2743.0,2743.0,2742.99,2742.99,0.28198701
2022-03-04 11:31,2742.93,2744.43,2740.69,2741.56,177.12476902,2743.33000000,2744.94000000,2741.62000000,2742.18000000,250.06640000,2745.8,2746.2,2744.0,2744.0,2.73696103,2743.0,2743.0,2742.16,2742.16,0.04632337
2022-03-04 11:32,2741.56,2744.19,2740.68,2744.19,39.31126711,2742.18000000,2744.30000000,2741.52000000,2744.30000000,173.46120000,2744.3,2744.73304569,2744.0,2744.73304569,7.45784929,2742.54,2742.54,2742.54,2742.54,0.02936132
2022-03-04 11:33,2744.18,2745.68,2743.09,2745.0,45.79919239,2744.29000000,2745.95000000,2743.66000000,2745.46000000,112.46920000,2745.6,2746.7,2745.6,2746.38125303,1.20476012,2742.99,2743.93,2742.99,2743.93,4.3144954
2022-03-04 11:34,2744.79,2745.45,2742.53,2743.25,171.49473664,2745.47000000,2745.47000000,2743.26000000,2743.77000000,69.91540000,2747.04030545,2747.04030545,2745.4,2745.5,0.056244510000000005,2745.14,2745.14,2743.57,2744.2,106.67280979
2022-03-04 11:35,2743.31,2745.8,2741.86,2743.83,66.74090957,2743.78000000,2746.17000000,2742.38000000,2744.16000000,493.58880000,2746.5,2747.2,2744.2,2745.8903884,10.46066578,2744.81,2744.81,2743.89,2743.92,5.01119538
2022-03-04 11:36,2744.03,2745.12,2742.67,2743.88,146.71594794,2744.15000000,2745.00000000,2743.21000000,2743.98000000,183.53130000,2746.2,2746.2,2745.0,2745.1,0.01249106,,,,,0.0
2022-03-04 11:37,2743.7,2743.7,2741.78,2743.02,34.94409067,2743.97000000,2743.98000000,2742.31000000,2743.34000000,144.02710000,2745.5,2745.5,2744.6,2745.3,2.68441184,2743.4,2743.73,2743.4,2743.73,1.16082262
2022-03-04 11:38,2742.93,2743.0,2741.51,2742.58,119.44271265,2743.34000000,2743.64000000,2742.13000000,2742.94000000,86.59090000,2744.9,2744.9,2744.0,2744.13344021,0.00847057,2743.44,2743.6,2743.32,2743.32,0.57304997
2022-03-04 11:39,2742.55,2743.68,2741.61,2743.47,84.38258616,2742.94000000,2744.02000000,2742.10000000,2743.70000000,123.90560000,2744.5,2745.2,2744.2,2744.8,2.76716096,,,,,0.0
2022-03-04 11:40,2743.21,2743.69,2742.24,2743.23,80.96085362,2743.70000000,2743.92000000,2742.84000000,2743.57000000,58.95440000,2744.6,2745.1,2744.5,2745.1,0.51471029,2743.67,2743.68,2743.06,2743.68,0.48149018
2022-03-04 11:41,2743.16,2744.96,2742.81,2744.9,45.70952191,2743.56000000,2744.94000000,2743.26000000,2744.93000000,88.31440000,2745.1,2745.9,2745.1,2745.9,0.5423269000000001,2744.0,2744.76,2744.0,2744.76,0.10866371
2022-03-04 11:42,2744.64,2745.85,2744.29,2745.2,140.48811054,2744.94000000,2745.85000000,2744.82000000,2745.85000000,198.18290000,2746.62537136,2747.8,2746.62537136,2746.7,2.01088492,2745.12,2745.58,2745.12,2745.58,7.0
2022-03-04 11:43,2745.25,2745.81,2743.96,2745.15,56.440361,2745.85000000,2746.30000000,2744.49000000,2745.12000000,93.41400000,2747.4,2747.4,2747.3,2747.3,0.00389582,2745.41,2745.41,2745.28,2745.28,0.11158774
2022-03-04 11:44,2745.16,2745.16,2740.69,2743.38,88.67878446,2745.11000000,2745.12000000,2741.01000000,2743.17000000,211.32210000,2747.5,2747.5,2743.5,2744.51287679,10.43958709,2745.29,2745.29,2743.03,2743.03,10.26915584
2022-03-04 11:45,2743.41,2743.43,2740.4,2741.87,151.80932699,2743.18000000,2743.18000000,2741.00000000,2742.71000000,116.55880000,2743.4,2744.48676714,2743.1,2744.48676714,5.67076593,2743.04,2743.04,2741.19,2741.97,6.90563579
2022-03-04 11:46,2742.21,2743.0,2740.83,2743.0,27.47784109,2742.71000000,2743.00000000,2741.44000000,2742.99000000,68.91900000,2744.2,2744.2,2743.8,2744.15745508,1.82629557,2742.02,2742.89,2742.02,2742.89,0.12255215
2022-03-04 11:47,2742.63,2743.79,2741.99,2742.05,129.98252009,2742.99000000,2744.14000000,2742.37000000,2742.86000000,78.56710000,2745.0,2745.0,2744.3,2745.0,2.70086287,2743.46,2743.46,2743.46,2743.46,0.17430426999999998
2022-03-04 11:48,2742.1,2746.0,2742.1,2745.85,26.08798515,2742.86000000,2746.24000000,2742.83000000,2746.08000000,147.01470000,2744.4,2747.1,2744.4,2747.1,4.92987323,2744.8,2744.8,2744.8,2744.8,0.01821626
2022-03-04 11:49,2745.75,2749.68,2745.39,2747.05,100.93480283,2746.09000000,2749.93000000,2746.08000000,2747.34000000,248.23680000,2747.9,2751.7,2747.9,2749.31213034,0.87632782,2745.58,2746.01,2745.58,2746.01,10.06598088
