time,COINBASE:open,COINBASE:high,COINBASE:low,COINBASE:close,COINBASE:volume,BINANCE:open,BINANCE:high,BINANCE:low,BINANCE:close,BINANCE:volume,BITFINEX:open,BITFINEX:high,BITFINEX:low,BITFINEX:close,BITFINEX:volume,KRAKEN:open,KRAKEN:high,KRAKEN:low,KRAKEN:close,KRAKEN:volume,min_close,max_close,buy_exchange,sell_exchange,spread_close_absolute,spread_close_pct,is_opportunity,is_opportunity_flag,is_real_opportunity,num_exchanges_available,volume_buy_exchange,volume_sell_exchange,min_volume,volume_ratio,max_high,min_low,high_exchange,low_exchange,spread_highlow_absolute,spread_highlow_pct,opportunity_gap,hour,minute,day_of_week,is_weekend,overlap_hours,BINANCE_volatility,BITFINEX_volatility,COINBASE_volatility,KRAKEN_volatility,volatility_avg,volatility_max,volatility_min,price_position_buy_exchange,price_position_sell_exchange,BINANCE_price_change,BITFINEX_price_change,COINBASE_price_change,KRAKEN_price_change,price_change_buy_exchange,price_change_sell_exchange,spread_rolling_std_5,spread_rolling_max_5,spread_rolling_min_5,volume_buy_rolling_std_5,volume_sell_rolling_std_5,opportunities_in_last_5,real_opportunities_in_last_5,spread_range_5,spread_zscore_5,spread_rolling_std_15,spread_rolling_max_15,spread_rolling_min_15,volume_buy_rolling_std_15,volume_sell_rolling_std_15,opportunities_in_last_15,real_opportunities_in_last_15,spread_range_15,spread_zscore_15,spread_rolling_std_30,spread_rolling_max_30,spread_rolling_min_30,volume_buy_rolling_std_30,volume_sell_rolling_std_30,opportunities_in_last_30,real_opportunities_in_last_30,spread_range_30,spread_zscore_30,spread_ma_5,volume_ma_buy_5,volume_ma_sell_5,spread_ema_5,spread_ma_15,volume_ma_buy_15,volume_ma_sell_15,spread_ema_15,spread_ma_30,volume_ma_buy_30,volume_ma_sell_30,spread_ema_30,spread_bb_upper_5,spread_bb_lower_5,spread_bb_position_5,spread_bb_upper_15,spread_bb_lower_15,spread_bb_position_15,spread_bb_upper_30,spread_bb_lower_30,spread_bb_position_30,spread_rate_change,spread_rate_change_pct,spread_rate_acceleration,price_ratio_buy_sell,price_ratio_BINANCE_BITFINEX,price_ratio_BINANCE_COINBASE,price_ratio_BINANCE_KRAKEN,price_ratio_BITFINEX_COINBASE,price_ratio_BITFINEX_KRAKEN,price_ratio_COINBASE_KRAKEN,avg_price_ratio,max_price_ratio,min_price_ratio,price_ratio_std
2022-03-04 17:07:00,92.1,92.13,91.92,92.02,296.913,92.09,92.1,91.93,92.02,1525.6,,,,,,92.09,92.09,91.93,92.0,226.93960747,92.0,92.02,KRAKEN,BINANCE,0.01999999999999602,0.021739130434778285,0,0,0,3,226.93960747,1525.6,226.93960747,6.722493340884423,92.13,91.92,COINBASE,COINBASE,0.20999999999999375,0.22845953002610286,0.20672039959132457,17,7,4,0,0,0.18474244729405292,,0.22821125842207535,0.17391304347825717,0.1956222497314618,0.22821125842207535,0.17391304347825717,0.4374999999999667,0.5294117647058577,-0.07601259637312129,,-0.0868621064060785,-0.09773048105114933,-0.09773048105114933,-0.07601259637312129,0.08992731847850391,0.2176278563656024,0.01852800453390724,392.75890523727105,646.0906943510525,1.0,0.0,0.19909985183169515,,0.06493304450017559,0.2176278563656024,0.010875475802056448,374.3336921400343,571.6453885948417,2.0,0.0,0.20675238056354595,,0.07163348894501533,0.22376710840756364,0.010875475802056448,879.2656602484772,452.8116525817386,5.0,0.0,0.2128916326055072,,0.08264852759083356,470.04360007999975,409.1280940959996,0.08019581470472036,0.07023137225120134,542.7466666226662,414.6736087159999,0.0785419577373881,0.09263323479627027,797.6070047,284.220001424,0.08431536636954941,0.2625031645478414,-0.09720610936617426,,0.20009746125155253,-0.059634716749149844,,0.2359002126863009,-0.05063374309376038,,-0.11186938575032343,,-0.027850045569822762,1.0002173913043477,,1.0,0.99978265594436,,,0.99978265594436,0.9998551039629066,1.0,0.99978265594436,0.00012548364903051948
2022-03-04 17:08:00,92.04,92.09,91.9,92.06,379.074,92.02,92.05,91.92,92.04,1189.96,,,,,,91.99,92.02,91.92,91.99,713.3735399,91.99,92.06,KRAKEN,COINBASE,0.07000000000000739,0.07609522774215392,0,0,0,3,713.3735399,379.074,379.074,0.5313821985227238,92.09,91.9,COINBASE,COINBASE,0.18999999999999773,0.20674646354733156,0.13065123580517762,17,8,4,0,0,0.1412429378531024,,0.2063871388225046,0.10870746820305938,0.15211251495955544,0.2063871388225046,0.10870746820305938,0.6999999999999715,0.8421052631578869,0.021734405564018944,,0.021729682746627576,0.0,0.0,0.021729682746627576,0.08309091054256229,0.2176278563656024,0.021739130434778285,297.80470922216233,625.3077050604795,1.0,0.0,0.1958887259308241,,0.05342535464410921,0.2176278563656024,0.010875475802056448,371.99909913692517,560.2978357625841,1.0,0.0,0.20675238056354595,,0.07081746957618452,0.22376710840756364,0.010875475802056448,874.7076899618506,452.03189146132075,5.0,0.0,0.2128916326055072,,0.0941619722324829,612.5183080599998,463.6859999999996,0.07882895238386489,0.061676755235105976,538.7355692826662,439.91187538266655,0.07823611648798383,0.0940769656419645,810.9109042340001,281.67946809066666,0.0837850348452013,0.2603437933176075,-0.07201984885264168,,0.1685274645233244,-0.04517395405311245,,0.23571190479433354,-0.047557973510404555,,0.05435609730737564,,0.16622548305769907,1.0007609522774215,,1.0002172968274663,0.999456757931334,,,0.9992396263306539,0.9996378936964847,1.0002172968274663,0.9992396263306539,0.0005133882781549495
2022-03-04 17:09:00,92.03,92.14,91.98,91.99,437.273,92.04,92.15,91.98,91.99,944.29,92.185,92.188,92.185,92.188,5.0,91.99,92.15,91.99,92.01,335.12809513,91.99,92.188,BINANCE,BITFINEX,0.1980000000000075,0.21524078704207797,1,1,0,4,944.29,5.0,5.0,0.005294983532601214,92.188,91.98,BITFINEX,BINANCE,0.2079999999999984,0.22613611654707372,0.010895329504995749,17,9,4,0,0,0.18480269594521329,0.0032542196381308997,0.17393194912490118,0.17389414194110508,0.13397075166233763,0.18480269594521329,0.0032542196381308997,0.058823529411710616,1.0,-0.05432420686659209,0.0032543255410317443,-0.04346408779746414,0.021741493640624235,-0.05432420686659209,0.0032543255410317443,0.08594014024141365,0.2176278563656024,0.021739130434778285,271.79456758037645,659.3098326698939,2.0,0.0,0.1958887259308241,,0.0665628956453306,0.2176278563656024,0.010875475802056448,373.56020397784164,571.2280740784191,2.0,0.0,0.20675238056354595,,0.07406012501034309,0.22376710840756364,0.010875475802056448,846.5597531439479,451.94357133035203,6.0,0.0,0.2128916326055072,,0.13286230355394285,596.8703080599998,382.7347999999996,0.12429956393660259,0.07167831495095449,540.1122359493328,416.90156257333314,0.0953617003072456,0.09877740173006441,776.1069042339999,281.8178667656666,0.09226605111596754,0.3047425840367701,-0.03901797692888445,,0.2048041062416157,-0.06144747633970672,,0.2468976517507506,-0.04934284829062177,,0.13914555929992406,,0.08478946199254841,1.0021524078704207,1.0021524078704207,1.0,1.0002174149364063,0.9978522150388336,0.998069163014709,1.0002174149364063,0.9997514359661294,1.0021524078704207,0.9978522150388336,0.0015936000363560292
2022-03-04 17:10:00,91.98,92.25,91.98,92.2,264.827,91.98,92.22,91.96,92.17,828.27,,,,,,91.98,92.23,91.96,92.15,346.08504766,92.15,92.2,KRAKEN,COINBASE,0.04999999999999716,0.05425935973955198,0,0,0,3,346.08504766,264.827,264.827,0.765207863762351,92.25,91.96,COINBASE,BINANCE,0.29000000000000625,0.3153545019573796,0.2610951422178276,17,10,4,0,0,0.2820874471086092,,0.2928416485900173,0.29300054259360847,0.289309879430745,0.29300054259360847,0.2820874471086092,0.7037037037037213,0.8148148148148227,0.20656664492280682,,0.23918243096325165,0.18482278756251544,0.18482278756251544,0.23918243096325165,0.07615477909118086,0.21524078704207797,0.021739130434778285,289.2455029231685,631.4172307604565,1.0,0.0,0.19350165660729968,,0.06464718776342111,0.2176278563656024,0.01852800453390724,376.91546265944123,545.8512032602416,2.0,0.0,0.19909985183169515,,0.0738738873025209,0.22376710840756364,0.010875475802056448,843.6621974783277,448.8359176022485,6.0,0.0,0.2128916326055072,,0.10018860422873277,576.0873175919999,435.1001999999996,0.10095282920425239,0.07457057388012085,528.3992620926662,365.63602923999986,0.0902239077362839,0.09563212580749378,743.657249094,290.6287667656667,0.08981400651103752,0.25249816241109446,-0.05212095395362895,,0.2038649494069631,-0.05472380164672137,,0.24337990041253557,-0.052115648797548014,,-0.160981427302526,,-0.3001269866024501,1.0005425935973955,,1.0003254855158945,0.9997830096560704,,,0.9994577006507592,0.9998553986075747,1.0003254855158945,0.9994577006507592,0.00043839795079857126
2022-03-04 17:11:00,92.21,92.39,92.18,92.38,1320.529,92.18,92.36,92.17,92.35,3494.34,92.226,92.468,92.226,92.468,35.42549468,92.15,92.36,92.15,92.35,1204.73697618,92.35,92.468,BINANCE,BITFINEX,0.11800000000000921,0.12777476989714048,0,0,0,4,3494.34,35.42549468,35.42549468,0.01013796444536021,92.468,92.15,BITFINEX,KRAKEN,0.31799999999999784,0.3450895279435679,0.21731475804642741,17,11,4,0,0,0.20573903627503815,0.2617121598823424,0.22732193115392266,0.22739577693556443,0.23054222606171693,0.2617121598823424,0.20573903627503815,0.947368421052604,1.0,0.18442178346711594,0.26239888968404185,0.18436178288689048,0.21703743895820793,0.18442178346711594,0.26239888968404185,0.07555709929528322,0.21524078704207797,0.021739130434778285,1344.1618509320253,625.661797759103,1.0,0.0,0.19350165660729968,,0.0649053129070396,0.2176278563656024,0.01852800453390724,842.1535901162296,402.20933508824845,2.0,0.0,0.19909985183169515,,0.07203062285045503,0.22376710840756364,0.010875475802056448,979.4673425073682,448.1021318340105,6.0,0.0,0.2128916326055072,,0.09902185497114051,1145.005639006,441.9852989359996,0.10989347610188176,0.08091356013517341,749.5243770653328,253.51106221866655,0.09491776550639097,0.09359304685445097,844.7483561493334,291.79294992166666,0.09226308801981836,0.25013605356170693,-0.052092343619425927,,0.21072418594925263,-0.048897065678905796,,0.23765429255536102,-0.05046819884645909,,0.0735154101575885,,0.2344968374601145,1.0012777476989714,1.0012777476989714,1.0003248511099079,1.0,0.9990483194186096,0.9987238828567719,0.9996752543840658,0.9998416759113877,1.0012777476989714,0.9987238828567719,0.0009194997477900955
2022-03-04 17:12:00,92.38,92.68,92.38,92.57,2033.235,92.35,92.67,92.34,92.55,7849.87,92.506,92.702,92.506,92.661,299.71527687,92.37,92.68,92.37,92.67,664.94861779,92.55,92.67,BINANCE,KRAKEN,0.12000000000000455,0.12965964343598546,0,0,0,4,7849.87,664.94861779,664.94861779,0.08470823310322335,92.702,92.34,BITFINEX,BINANCE,0.36199999999999477,0.3920294563569361,0.26236981292095063,17,12,4,0,0,0.35656401944894467,0.21152372627102875,0.3240790752943841,0.33452034099493066,0.3066717905023221,0.35656401944894467,0.21152372627102875,0.6363636363636207,0.9677419354838547,0.216567406605309,0.16755669902492934,0.20567222342498132,0.3247807729782366,0.216567406605309,0.3247807729782366,0.06219362539809399,0.21524078704207797,0.05425935973955198,3151.0963026064337,270.7205208111229,1.0,0.0,0.160981427302526,,0.06586982635741759,0.2176278563656024,0.01852800453390724,2014.0109361368159,408.8632675757473,2.0,0.0,0.19909985183169515,,0.07137892802196363,0.22376710840756364,0.010875475802056448,1605.9410057271582,451.99339006207083,6.0,0.0,0.2128916326055072,,0.12060595757138196,2669.591717512,269.8550224939996,0.116482198546583,0.08534731569060433,1234.4123213486662,297.8387741106665,0.09926050024759028,0.09682237762632644,1047.125022816,297.857103848,0.09467576901440979,0.24499320836756994,-0.003781293224806026,,0.2170869684054395,-0.046392337024230845,,0.23958023367025372,-0.04593547841760083,,0.0018848735388449778,,-0.07163053661874352,1.0012965964343599,1.0011993517017828,1.0002160994057265,1.0012965964343599,0.9990179255565987,1.000097128241655,1.0010802635843146,1.0004845608207396,1.0012965964343599,0.9990179255565987,0.0008829931094464296
2022-03-04 17:13:00,92.53,92.67,92.47,92.5,856.454,92.54,92.66,92.47,92.48,1568.39,92.607,92.607,92.607,92.607,3.6e-07,92.59,92.69,92.46,92.52,968.39791871,92.48,92.607,BINANCE,BITFINEX,0.12699999999999534,0.13732698961937212,0,0,0,4,1568.39,3.6e-07,3.6e-07,2.2953474582214882e-10,92.69,92.46,KRAKEN,KRAKEN,0.23000000000000398,0.24875621890547697,0.11142922928610485,17,13,4,0,0,0.20544982698961692,0.0,0.2162162162162193,0.2485948984003502,0.1675652354015466,0.2485948984003502,0.0,0.05263157894739598,,-0.06483682731791902,0.0,-0.03242191721603927,-0.07560211685928003,-0.06483682731791902,0.0,0.057054163456612635,0.21524078704207797,0.05425935973955198,3039.6248398455004,285.1806138379038,1.0,0.0,0.160981427302526,,0.065432351604294,0.2176278563656024,0.01852800453390724,2003.7623742111311,406.7987958532814,2.0,0.0,0.19909985183169515,,0.07163295147726119,0.22376710840756364,0.010875475802056448,1596.1770437363805,454.1737188874386,6.0,0.0,0.2128916326055072,,0.1328523099468256,2840.5950095319995,194.04022256599956,0.12343046223751271,0.09232498507658816,1308.5556546819994,258.1349074679999,0.10401881141906302,0.09888685951826172,1099.4038839686666,282.7071371933333,0.09742746066634285,0.24696063686005088,0.018743983033600323,,0.22318968828517616,-0.03853971813199984,,0.2421527624727841,-0.04437904343626066,,0.0076673461833866585,,0.005782472644541681,1.0013732698961937,1.0013732698961937,1.0002162629757785,1.000432525951557,0.9988445797833857,0.9990605461790145,1.0002162162162163,1.0000239001670244,1.0013732698961937,0.9988445797833857,0.0009360138977848606
2022-03-04 17:14:00,92.53,92.65,92.5,92.63,362.579,92.5,92.65,92.49,92.62,2143.56,92.611,92.611,92.611,92.611,5.396,92.55,92.67,92.52,92.63,244.8680261,92.611,92.63,BITFINEX,COINBASE,0.018999999999991246,0.020515921434809306,0,0,0,4,5.396,362.579,5.396,67.19403261675315,92.67,92.49,KRAKEN,BINANCE,0.18000000000000682,0.19461563412261523,0.17409971268780594,17,14,4,0,0,0.17274886633557632,0.0,0.1619345784303203,0.1619345784303203,0.12415450579905424,0.17274886633557632,0.0,,0.8666666666666035,0.12972972972973465,0.0,0.10807305738678734,0.08643976229065187,0.0,0.10807305738678734,0.053077204710754666,0.13732698961937212,0.020515921434809306,3210.2707445732285,270.37404439905066,0.0,0.0,0.11681106818456281,,0.0664281405178278,0.2176278563656024,0.01852800453390724,2012.6110270238792,401.12221036530786,2.0,0.0,0.19909985183169515,,0.07229704132764642,0.22376710840756364,0.010875475802056448,1607.0341126624885,452.2600847550882,6.0,0.0,0.2128916326055072,,0.09390733682537186,2652.8162095319994,265.55602256599957,0.08912561530327824,0.09137008569991327,1294.6400546819996,282.2735074679999,0.09358095017103131,0.09451194713489186,1051.4260839686665,293.07643719333333,0.09246542587721167,0.2000617462468812,-0.01224707259613747,,0.2242263667355689,-0.04148619533574234,,0.2391060297901847,-0.05008213552040097,,-0.11681106818456281,,-0.12447841436794947,1.0002051592143482,0.9999028287626862,1.0001079680414597,1.0001079680414597,1.0002051592143482,1.0002051592143482,1.0,1.000088180545717,1.0002051592143482,0.9999028287626862,0.00011855985823255299
2022-03-04 17:15:00,92.64,92.64,92.53,92.62,289.081,92.62,92.62,92.5,92.59,847.84,,,,,,92.66,92.66,92.53,92.55,187.59708198,92.55,92.62,KRAKEN,COINBASE,0.07000000000000739,0.07563479200432997,0,0,0,3,187.59708198,289.081,187.59708198,1.5409674657456525,92.66,92.5,KRAKEN,BINANCE,0.1599999999999966,0.1729729729729693,0.09733818096863932,17,15,4,0,0,0.12960362890161414,,0.1187648456057001,0.14046461372230734,0.12961102940987387,0.14046461372230734,0.1187648456057001,0.15384615384612862,0.8181818181818534,-0.032390412437919604,,-0.021588946459408485,-0.11871357651629554,-0.11871357651629554,-0.021588946459408485,0.049848020587500506,0.13732698961937212,0.020515921434809306,3239.391378812339,270.5751916404051,0.0,0.0,0.11681106818456281,,0.066381951050453,0.2176278563656024,0.01852800453390724,2032.7923197884834,397.885769876152,2.0,0.0,0.19909985183169515,,0.06839999927313399,0.22376710840756364,0.010875475802056448,1613.2125140787218,448.8788857880492,5.0,0.0,0.2128916326055072,,0.09818242327832746,2621.118616396,270.40682256599956,0.08462867420362882,0.09153772802328337,1230.4361268139994,294.9883055539998,0.09133768040019365,0.08972348435036794,1036.05347954,302.69580385999996,0.09137957853057414,0.19787846445332846,-0.0015136178966735497,,0.22430163012418936,-0.04122617407762262,,0.22652348289663593,-0.047076514195900046,,0.05511887056952067,,0.17192993875408347,1.0007563479200432,,1.000324009072254,0.9995679879036612,,,0.9992442237097818,0.9997120735618991,1.000324009072254,0.9992442237097818,0.0005541250896094556
2022-03-04 17:16:00,92.61,92.88,92.61,92.8,1922.749,92.6,92.86,92.6,92.78,2922.38,92.86,92.956,92.811,92.811,4.1277,92.63,92.84,92.63,92.79,312.65006855,92.78,92.811,BINANCE,BITFINEX,0.03100000000000591,0.033412373356333167,0,0,0,4,2922.38,4.1277,4.1277,0.0014124446512773835,92.956,92.6,BITFINEX,BINANCE,0.35600000000000875,0.38444924406048464,0.35103687070415146,17,16,4,0,0,0.2802328087950044,0.15623148118218316,0.2909482758620647,0.22631749110896426,0.23843251423705414,0.2909482758620647,0.15623148118218316,0.692307692307705,0.0,0.19438444924406786,-0.05276760715054101,0.2051614296512231,0.17273021699234675,0.19438444924406786,-0.05276760715054101,0.053567482296334006,0.13732698961937212,0.020515921434809306,3210.8192571617346,277.6401329032118,0.0,0.0,0.11681106818456281,,0.06783568844912267,0.2176278563656024,0.01852800453390724,2077.293777168199,397.69504240840797,2.0,0.0,0.19909985183169515,,0.06913393768641338,0.22376710840756364,0.010875475802056448,1641.4587181036122,448.83374106571205,5.0,0.0,0.2128916326055072,,0.07930994397016598,2506.726616396,264.1472636299996,0.06755657392119695,0.08925235427484417,1358.8293113293328,295.23015222066647,0.08409701701971109,0.08829685633105328,1125.8151795400001,302.7611885366667,0.08763975884191344,0.186444908562834,-0.027825020622502028,,0.2249237311730895,-0.04641902262340118,,0.22656473170388003,-0.04997101904177348,,-0.04222241864799681,,-0.09734128921751747,1.0003341237335632,1.0003341237335632,1.000215563699073,1.0001077818495365,0.9998814795659996,0.9997737337169086,0.9998922413793104,1.0000341539907318,1.0003341237335632,0.9997737337169086,0.00021889713508992285
2022-03-04 17:17:00,92.84,92.9,92.75,92.77,380.495,92.8,92.87,92.71,92.75,1776.39,,,,,,92.84,92.88,92.7,92.7,186.27759706,92.7,92.77,KRAKEN,COINBASE,0.06999999999999318,0.07551240560948563,0,0,0,3,186.27759706,380.495,186.27759706,2.04262351461106,92.9,92.7,COINBASE,KRAKEN,0.20000000000000284,0.21574973031284017,0.14023732470335454,17,17,4,0,0,0.17250673854448603,,0.16169020157379077,0.1941747572815454,0.1761238991332741,0.1941747572815454,0.16169020157379077,0.0,0.13333333333330175,-0.05387931034482453,,-0.07539853511418289,-0.15079707022835045,-0.15079707022835045,-0.07539853511418289,0.04574616111414927,0.13732698961937212,0.020515921434809306,1257.6380578835856,190.42614823155307,0.0,0.0,0.11681106818456281,,0.06732384198216794,0.2176278563656024,0.01852800453390724,2069.1545932402137,397.7363705049303,2.0,0.0,0.19909985183169515,,0.06479337376433221,0.22376710840756364,0.010875475802056448,1525.0494269319322,447.4086858514687,4.0,0.0,0.2128916326055072,,0.06848049640486603,974.0081358079997,207.2565400719996,0.07020851781729318,0.0905783271890272,1371.2144844666661,295.41321888733324,0.0830239405934329,0.08360692507373661,984.0944327753333,312.0594802416666,0.08685734895595036,0.15997281863316457,-0.023011825823432502,,0.22522601115336308,-0.04406935677530868,,0.21319367260240102,-0.04597982245492781,,0.04210003225315247,,0.08432245090114927,1.0007551240560948,,1.0002156334231807,0.9994609164420486,,,0.9992454457259891,0.9996406651970728,1.0002156334231807,0.9992454457259891,0.000509458784540061
2022-03-04 17:18:00,92.79,92.8,92.57,92.63,432.701,92.76,92.79,92.59,92.6,1478.01,92.781,92.829,92.64,92.64,80.55713,92.72,92.72,92.6,92.65,135.22902113,92.6,92.65,BINANCE,KRAKEN,0.05000000000001137,0.05399568034558463,0,0,0,4,1478.01,135.22902113,135.22902113,0.0914939825373306,92.829,92.57,BITFINEX,COINBASE,0.25900000000000034,0.2797882683374747,0.2257925879918901,17,18,4,0,0,0.21598272138229252,0.20401554404144315,0.24829968692648602,0.12951969778737674,0.1994544125343996,0.24829968692648602,0.12951969778737674,0.04999999999995382,0.4166666666667456,-0.17248814144028762,-0.1519707698774591,-0.1724323741782636,-0.07549611734252931,-0.17248814144028762,-0.07549611734252931,0.024758805877940958,0.07563479200432997,0.020515921434809306,1247.5684658864861,160.9532419222175,0.0,0.0,0.05511887056952067,,0.06520197910534757,0.2176278563656024,0.020515921434809306,2034.1388234488838,396.82242584810433,2.0,0.0,0.1971119349307931,,0.06494808575505973,0.22376710840756364,0.010875475802056448,1520.6609587778898,444.8434119877111,4.0,0.0,0.2128916326055072,,0.05181423455010853,955.9321358079997,234.3023442259996,0.064804238660057,0.09294283890980569,1469.6818177999994,297.3428555973332,0.07939540806245188,0.08211647483367394,974.1304327753334,316.54896549,0.0847372413036687,0.10133184630599044,0.002296622794226613,,0.22334679712050082,-0.03746111930088945,,0.2120126463437934,-0.04777969667644551,,-0.021516725263901006,,-0.06361675751705348,1.0005399568034559,1.0004319654427647,1.0003239740820735,1.0005399568034559,0.9998920552677029,1.0001079447322971,1.0002159127712404,1.0002519681832558,1.0005399568034559,0.9998920552677029,0.0002332815304319878
2022-03-04 17:19:00,92.62,92.63,92.43,92.48,400.243,92.61,92.61,92.42,92.47,1517.57,92.599,92.599,92.511,92.511,5.7,92.55,92.55,92.4,92.43,320.00299578,92.43,92.511,KRAKEN,BITFINEX,0.08099999999998886,0.08763388510222747,0,0,0,4,320.00299578,5.7,5.7,0.01781233324427598,92.63,92.4,COINBASE,KRAKEN,0.22999999999998977,0.24891774891773782,0.16128386381551035,17,19,4,0,0,0.20547204498756105,0.09512382311293584,0.21626297577853443,0.16228497241154544,0.16978595407264419,0.21626297577853443,0.09512382311293584,0.20000000000001894,0.0,-0.15117157974300893,-0.09503342368708957,-0.1511552580436197,-0.1296596434359701,-0.1296596434359701,-0.09503342368708957,0.021531910194213466,0.08763388510222747,0.033412373356333167,1194.445448900728,168.78639724660025,0.0,0.0,0.054221511745894305,,0.06221329406622064,0.2176278563656024,0.020515921434809306,2053.168357205117,402.3224793940663,2.0,0.0,0.1971119349307931,,0.06432239848580909,0.22376710840756364,0.010875475802056448,1518.9105582007621,444.7170120697352,4.0,0.0,0.2128916326055072,,0.06523782728359216,1018.8535349639997,162.9265442259996,0.07241412080744716,0.09733582255430231,1422.846684185333,270.4057889306665,0.08042521769242382,0.08069638445429429,977.7510850616667,316.72229882333335,0.08492412154873702,0.1083016476720191,0.02217400689516523,,0.2217624106867436,-0.02709076557813897,,0.20934118142591246,-0.04794841251732389,,0.033638204756642844,,0.05515493002054385,1.0008763388510222,1.000443387044447,1.0001081431815724,0.9995674272737105,0.9996649047140341,0.9991244284463471,0.9994593425605537,0.9997279388701109,1.000443387044447,0.9991244284463471,0.0004738201125164007
2022-03-04 17:20:00,92.49,92.57,92.41,92.45,345.129,92.48,92.57,92.4,92.43,2036.46,92.581,92.581,92.581,92.581,5.398,92.46,92.55,92.42,92.42,409.12749221,92.42,92.581,KRAKEN,BITFINEX,0.16100000000000136,0.17420471759359593,0,0,0,4,409.12749221,5.398,5.398,0.013193931238503214,92.581,92.4,BITFINEX,BINANCE,0.18099999999999739,0.19588744588744303,0.021682728293847098,17,20,4,0,0,0.18392296873308175,0.0,0.17306652244456094,0.14066219433022661,0.12441292137696733,0.18392296873308175,0.0,0.0,,-0.05406574394463361,0.0,-0.04324791869390425,-0.04326195111398663,-0.04326195111398663,0.0,0.05403002148977028,0.17420471759359593,0.033412373356333167,1159.5002300185436,163.3711099142663,0.0,0.0,0.14079234423726278,,0.05700868633523112,0.21524078704207797,0.020515921434809306,2054.5783161524355,402.20909388393164,1.0,0.0,0.19472486560726865,,0.061075547552583105,0.2176278563656024,0.010875475802056448,1517.7222858694574,444.70739803236444,3.0,0.0,0.20675238056354595,,0.08495181240144536,1063.1596170099997,106.1899442259996,0.10634431973616343,0.09444094663616855,1420.1218503326663,270.5656555973332,0.09214765518007033,0.07904430476049536,980.5973681353333,316.73556549,0.09068416000324404,0.19301185538098592,-0.02310823057809519,,0.20845831930663078,-0.019576426034293687,,0.20119539986566157,-0.04310679034467085,,0.08657083249136846,,0.05293262773472562,1.001742047175936,1.0016336687222762,1.0002163799632153,0.9998918100183922,0.9985850228448602,0.9982609822749808,0.9996755002704164,0.9997105606823568,1.0016336687222762,0.9982609822749808,0.0012129625892958842
2022-03-04 17:21:00,92.42,92.46,92.29,92.44,1572.712,92.43,92.45,92.29,92.43,1118.87,92.417,92.506,92.401,92.506,10.68091056,92.42,92.44,92.29,92.44,754.34705732,92.43,92.506,BINANCE,BITFINEX,0.0759999999999934,0.08222438602184724,0,0,0,4,1118.87,10.68091056,10.68091056,0.009546158677951862,92.506,92.29,BITFINEX,BINANCE,0.21599999999999397,0.2340448585978914,0.15182047257604414,17,21,4,0,0,0.1731039705723213,0.11350615095237496,0.18390307226307606,0.16226741670271688,0.1581951526226223,0.18390307226307606,0.11350615095237496,0.8750000000000222,1.0,0.0,0.09630262830431482,0.021640337589262086,0.021640337589262086,0.0,0.09630262830431482,0.046237364355626365,0.17420471759359593,0.05399568034558463,564.2775655383683,162.3708433802955,0.0,0.0,0.1202090372480113,,0.05602230957016779,0.21524078704207797,0.020515921434809306,2045.564793508196,401.7531547448912,1.0,0.0,0.19472486560726865,,0.06044433045989418,0.2176278563656024,0.010875475802056448,1512.4835709569786,440.5087054280838,3.0,0.0,0.20675238056354595,,0.09471421493454817,702.4576170099997,107.50058633799958,0.09830434183139138,0.09101533795861824,1451.396624137333,271.21104963466655,0.09090724653529245,0.08069685992846701,1007.7492481766666,292.25566250866666,0.09013836813347652,0.1871889436458009,0.0022394862232954366,,0.2030599570989538,-0.021029281181717333,,0.20158552084825537,-0.04019180099132136,,-0.09198033157174869,,-0.17855116406311716,1.0008222438602186,1.0008222438602186,1.0001081899816076,1.0001081899816076,0.9992865327654422,0.9992865327654422,1.0,0.9999352815590529,1.0008222438602186,0.9992865327654422,0.0005817963973575341
