time,COINBASE:open,COINBASE:high,COINBASE:low,COINBASE:close,COINBASE:volume,BINANCE:open,BINANCE:high,BINANCE:low,BINANCE:close,BINANCE:volume,BITFINEX:open,BITFINEX:high,BITFINEX:low,BITFINEX:close,BITFINEX:volume
2024-09-07 14:22,0.095,0.095,0.09485,0.09485,22669.1,0.09500000,0.09500000,0.09484000,0.09484000,212605.00000000,0.095107,0.095107,0.095107,0.095107,150.0
2024-09-07 14:23,0.09483,0.09492,0.09481,0.09491,95805.2,0.09485000,0.09490000,0.09481000,0.09489000,133401.00000000,0.095168,0.095168,0.095168,0.095168,50.0
2024-09-07 14:24,0.0949,0.09491,0.09486,0.09491,45565.5,0.09488000,0.09490000,0.09486000,0.09490000,244552.00000000,0.09518,0.09518,0.09518,0.09518,26.34339303
2024-09-07 14:25,0.09491,0.09492,0.09487,0.09487,58784.9,0.09490000,0.09490000,0.09487000,0.09487000,269404.00000000,,,,,
2024-09-07 14:26,0.09487,0.09509,0.09487,0.09509,162567.2,0.09487000,0.09508000,0.09487000,0.09508000,751319.00000000,,,,,
2024-09-07 14:27,0.09508,0.0951,0.09503,0.09509,164228.3,0.09508000,0.09509000,0.09504000,0.09509000,905361.00000000,0.095341,0.095341,0.095341,0.095341,127.72406989
2024-09-07 14:28,0.09509,0.09511,0.09508,0.0951,40503.1,0.09508000,0.09510000,0.09508000,0.09509000,233664.00000000,0.095357,0.095357,0.095357,0.095357,95.79305242
2024-09-07 14:29,0.0951,0.0951,0.09507,0.0951,53568.8,0.09510000,0.09510000,0.09508000,0.09509000,98290.00000000,,,,,
2024-09-07 14:30,0.09512,0.09516,0.09511,0.09516,49774.9,0.09510000,0.09517000,0.09510000,0.09516000,57821.00000000,,,,,
2024-09-07 14:31,0.09516,0.09532,0.09516,0.09532,180532.4,0.09516000,0.09532000,0.09516000,0.09532000,518865.00000000,,,,,
2024-09-07 14:32,0.09534,0.09534,0.09525,0.09531,63594.2,0.09533000,0.09533000,0.09526000,0.09531000,348732.00000000,,,,,
2024-09-07 14:33,0.09531,0.09533,0.09518,0.09518,47680.9,0.09531000,0.09532000,0.09516000,0.09517000,212130.00000000,0.095622,0.095622,0.095622,0.095622,250.0
2024-09-07 14:34,0.09517,0.09524,0.09517,0.09518,51964.8,0.09517000,0.09522000,0.09516000,0.09520000,208823.00000000,0.095517,0.095529,0.095501,0.095529,150.0
2024-09-07 14:35,0.09523,0.09523,0.09518,0.09518,10661.3,0.09520000,0.09522000,0.09518000,0.09518000,31708.00000000,,,,,
2024-09-07 14:36,0.09518,0.09527,0.09518,0.09527,66165.1,0.09519000,0.09529000,0.09519000,0.09529000,84558.00000000,,,,,
2024-09-07 14:37,0.09527,0.09528,0.09526,0.09526,10895.2,0.09528000,0.09528000,0.09525000,0.09526000,24722.00000000,,,,,
2024-09-07 14:38,0.09527,0.0953,0.09526,0.0953,28241.8,0.09526000,0.09531000,0.09526000,0.09529000,91408.00000000,,,,,
2024-09-07 14:39,0.09527,0.09529,0.09526,0.09529,87011.2,0.09528000,0.09529000,0.09525000,0.09529000,255693.00000000,0.095562,0.095562,0.095562,0.095562,1836.68562342
2024-09-07 14:40,0.09531,0.09534,0.09531,0.09533,9703.9,0.09529000,0.09533000,0.09529000,0.09531000,33219.00000000,,,,,
2024-09-07 14:41,0.09533,0.09533,0.09525,0.09525,55173.8,0.09532000,0.09532000,0.09524000,0.09524000,209948.00000000,0.095563,0.095563,0.095563,0.095563,596.507191
2024-09-07 14:42,0.09526,0.09528,0.09516,0.09516,32658.2,0.09524000,0.09528000,0.09516000,0.09517000,308242.00000000,0.095584,0.095584,0.095584,0.095584,645.183384
2024-09-07 14:43,0.09516,0.09517,0.09508,0.09509,674322.5,0.09517000,0.09517000,0.09510000,0.09511000,245441.00000000,,,,,
2024-09-07 14:44,0.09509,0.09509,0.09501,0.09505,50279.6,0.09511000,0.09511000,0.09502000,0.09505000,259151.00000000,,,,,
2024-09-07 14:45,0.09504,0.0951,0.09501,0.09501,82570.3,0.09504000,0.09509000,0.09503000,0.09504000,157367.00000000,,,,,
2024-09-07 14:46,0.09501,0.09508,0.09489,0.09493,813447.5,0.09505000,0.09505000,0.09489000,0.09492000,900733.00000000,0.095225,0.095225,0.095162,0.095162,150.0
2024-09-07 14:47,0.09491,0.09501,0.09489,0.09499,110717.9,0.09491000,0.09499000,0.09490000,0.09497000,343583.00000000,0.095211,0.09523,0.095211,0.095213,3936.63559485
2024-09-07 14:48,0.09498,0.09498,0.09489,0.09489,50654.2,0.09496000,0.09496000,0.09489000,0.09489000,145265.00000000,,,,,
2024-09-07 14:49,0.09489,0.09491,0.09486,0.09486,78132.6,0.09489000,0.09492000,0.09483000,0.09483000,520457.00000000,0.095193,0.095193,0.095115,0.095115,300.0
2024-09-07 14:50,0.09483,0.09491,0.09483,0.09488,98199.6,0.09483000,0.09490000,0.09483000,0.09488000,463929.00000000,,,,,
2024-09-07 14:51,0.09485,0.09497,0.09483,0.09494,157638.6,0.09487000,0.09495000,0.09485000,0.09493000,467558.00000000,0.09518,0.09518,0.09518,0.09518,1844.03712529
2024-09-07 14:52,0.09491,0.09493,0.09487,0.09489,27180.8,0.09493000,0.09493000,0.09485000,0.09485000,210147.00000000,,,,,
2024-09-07 14:53,0.09486,0.09491,0.09483,0.0949,39444.4,0.09485000,0.09489000,0.09482000,0.09489000,278772.00000000,,,,,
2024-09-07 14:54,0.09491,0.09492,0.09487,0.0949,45575.2,0.09489000,0.09491000,0.09488000,0.09490000,312834.00000000,,,,,
2024-09-07 14:55,0.09491,0.09492,0.09483,0.09487,35512.7,0.09490000,0.09491000,0.09484000,0.09484000,85568.00000000,,,,,
2024-09-07 14:56,0.09486,0.09492,0.09486,0.09489,637079.5,0.09485000,0.09487000,0.09484000,0.09487000,288216.00000000,0.095148,0.095148,0.095148,0.095148,1844.51045336
2024-09-07 14:57,0.09487,0.09498,0.09486,0.09498,92207.1,0.09487000,0.09496000,0.09487000,0.09496000,397527.00000000,,,,,
2024-09-07 14:58,0.09492,0.09492,0.09488,0.09488,15410.5,0.09496000,0.09496000,0.09487000,0.09487000,286128.00000000,,,,,
2024-09-07 14:59,0.09489,0.09492,0.09487,0.09492,13596.7,0.09487000,0.09490000,0.09486000,0.09490000,231232.00000000,,,,,
2024-09-07 15:00,0.09491,0.09501,0.09491,0.09501,35781.0,0.09490000,0.09501000,0.09490000,0.09501000,385912.00000000,,,,,
2024-09-07 15:01,0.09501,0.09509,0.09498,0.09498,478747.8,0.09501000,0.09508000,0.09495000,0.09495000,627118.00000000,,,,,
2024-09-07 15:02,0.09495,0.0951,0.09491,0.0951,174098.1,0.09495000,0.09509000,0.09490000,0.09509000,622296.00000000,,,,,
2024-09-07 15:03,0.09511,0.09533,0.09511,0.09533,55429.3,0.09509000,0.09533000,0.09509000,0.09533000,676844.00000000,,,,,
2024-09-07 15:04,0.09535,0.09535,0.09529,0.09534,59063.9,0.09534000,0.09536000,0.09529000,0.09534000,1107996.00000000,0.095659,0.095659,0.095659,0.095659,750.0
2024-09-07 15:05,0.09535,0.09544,0.09529,0.09544,72672.8,0.09535000,0.09544000,0.09530000,0.09544000,559883.00000000,0.095746,0.095746,0.095746,0.095746,100.0
2024-09-07 15:06,0.09543,0.09554,0.09543,0.09552,812041.8,0.09543000,0.09551000,0.09542000,0.09550000,912981.00000000,0.095749,0.095774,0.095749,0.095774,1300.0
2024-09-07 15:07,0.09551,0.09567,0.09551,0.09566,142228.8,0.09551000,0.09567000,0.09550000,0.09562000,3194944.00000000,0.095816,0.09598,0.095816,0.09598,1931.79930228
2024-09-07 15:08,0.09556,0.0956,0.0954,0.09557,166152.4,0.09561000,0.09561000,0.09540000,0.09561000,843774.00000000,,,,,
2024-09-07 15:09,0.09558,0.09558,0.09541,0.09541,101282.4,0.09560000,0.09560000,0.09537000,0.09540000,363415.00000000,0.095779,0.095808,0.095779,0.095808,100.0
2024-09-07 15:10,0.0954,0.0954,0.09525,0.09525,28508.9,0.09540000,0.09540000,0.09527000,0.09528000,381833.00000000,,,,,
2024-09-07 15:11,0.09529,0.09532,0.09522,0.09522,27380.3,0.09528000,0.09533000,0.09523000,0.09525000,426140.00000000,,,,,
2024-09-07 15:12,0.09526,0.09534,0.09523,0.09525,177482.9,0.09524000,0.09533000,0.09524000,0.09524000,540501.00000000,,,,,
2024-09-07 15:13,0.09525,0.09542,0.09523,0.09539,21160.2,0.09524000,0.09542000,0.09523000,0.09541000,348520.00000000,0.095668,0.095668,0.095668,0.095668,50.0
2024-09-07 15:14,0.09539,0.09539,0.09532,0.09534,17915.2,0.09541000,0.09541000,0.09533000,0.09533000,413336.00000000,,,,,
2024-09-07 15:15,0.09531,0.09544,0.09531,0.09541,24949.1,0.09533000,0.09545000,0.09533000,0.09542000,254536.00000000,0.095755,0.095755,0.095755,0.095755,5000.0
2024-09-07 15:16,0.09541,0.09541,0.09533,0.09533,5717.7,0.09542000,0.09542000,0.09532000,0.09533000,127401.00000000,,,,,
2024-09-07 15:17,0.09531,0.09531,0.0952,0.09521,34410.7,0.09532000,0.09533000,0.09521000,0.09522000,278512.00000000,,,,,
2024-09-07 15:18,0.0953,0.09534,0.0953,0.09531,18314.1,0.09522000,0.09533000,0.09522000,0.09532000,175236.00000000,,,,,
2024-09-07 15:19,0.09533,0.09533,0.09525,0.09527,16205.7,0.09532000,0.09532000,0.09525000,0.09526000,66210.00000000,,,,,
2024-09-07 15:20,0.09525,0.09533,0.09524,0.09533,142731.4,0.09526000,0.09536000,0.09524000,0.09536000,219626.00000000,,,,,
2024-09-07 15:21,0.09534,0.0954,0.09528,0.09538,38260.0,0.09535000,0.09540000,0.09531000,0.09537000,193913.00000000,,,,,
2024-09-07 15:22,0.09538,0.09545,0.09537,0.09541,37207.8,0.09538000,0.09547000,0.09536000,0.09542000,150130.00000000,0.095706,0.095745,0.095698,0.095745,200.0
2024-09-07 15:23,0.09543,0.09545,0.09539,0.09544,54506.3,0.09542000,0.09546000,0.09539000,0.09545000,644027.00000000,,,,,
2024-09-07 15:24,0.09545,0.09545,0.09538,0.09542,20761.6,0.09544000,0.09545000,0.09538000,0.09545000,205196.00000000,,,,,
2024-09-07 15:25,0.09546,0.09546,0.09536,0.09539,71124.1,0.09545000,0.09545000,0.09538000,0.09540000,35548.00000000,,,,,
2024-09-07 15:26,0.09547,0.09564,0.09547,0.09562,79528.1,0.09541000,0.09565000,0.09541000,0.09561000,514636.00000000,,,,,
2024-09-07 15:27,0.09557,0.09567,0.09557,0.09566,45418.0,0.09560000,0.09568000,0.09555000,0.09566000,190580.00000000,,,,,
2024-09-07 15:28,0.09567,0.09567,0.09557,0.09559,93029.6,0.09566000,0.09566000,0.09557000,0.09560000,82759.00000000,,,,,
2024-09-07 15:29,0.09564,0.09569,0.09564,0.09566,36637.3,0.09561000,0.09570000,0.09561000,0.09562000,465930.00000000,,,,,
2024-09-07 15:30,0.09562,0.09562,0.09548,0.0955,96137.5,0.09562000,0.09562000,0.09548000,0.09548000,487832.00000000,,,,,
2024-09-07 15:31,0.09553,0.09555,0.0954,0.09543,106791.3,0.09549000,0.09557000,0.09541000,0.09542000,144099.00000000,,,,,
2024-09-07 15:32,0.09542,0.09545,0.09534,0.09534,16168.7,0.09542000,0.09544000,0.09532000,0.09535000,126371.00000000,,,,,
2024-09-07 15:33,0.09533,0.09566,0.09533,0.09558,170956.3,0.09534000,0.09564000,0.09534000,0.09559000,1644126.00000000,0.095843,0.095843,0.095843,0.095843,50.0
2024-09-07 15:34,0.09556,0.09557,0.09544,0.09547,79802.0,0.09558000,0.09558000,0.09544000,0.09546000,409822.00000000,,,,,
2024-09-07 15:35,0.09555,0.09555,0.09549,0.09549,74834.1,0.09546000,0.09557000,0.09546000,0.09549000,138687.00000000,0.095764,0.095764,0.095764,0.095764,50.0
2024-09-07 15:36,0.09549,0.09551,0.09548,0.09551,32297.3,0.09548000,0.09554000,0.09546000,0.09553000,58821.00000000,0.095764,0.095812,0.095764,0.095812,200.0
2024-09-07 15:37,0.09552,0.09557,0.0955,0.09556,27230.6,0.09552000,0.09559000,0.09548000,0.09556000,112191.00000000,0.095899,0.095899,0.095899,0.095899,50.0
2024-09-07 15:38,0.09556,0.09561,0.09552,0.09557,48800.4,0.09556000,0.09561000,0.09554000,0.09557000,320914.00000000,,,,,
2024-09-07 15:39,0.09557,0.09557,0.09543,0.09543,183302.0,0.09556000,0.09556000,0.09542000,0.09542000,64052.00000000,0.095707,0.095773,0.095707,0.095773,200.0
2024-09-07 15:40,0.09541,0.09541,0.09529,0.09531,97481.4,0.09542000,0.09542000,0.09528000,0.09530000,148501.00000000,0.095588,0.095588,0.095588,0.095588,1250.0
2024-09-07 15:41,0.09532,0.09541,0.09532,0.09537,97238.4,0.09530000,0.09541000,0.09530000,0.09537000,287977.00000000,,,,,
2024-09-07 15:42,0.09536,0.09536,0.09528,0.09528,45277.5,0.09536000,0.09536000,0.09528000,0.09528000,95299.00000000,,,,,
2024-09-07 15:43,0.09527,0.09539,0.09527,0.09536,51669.9,0.09528000,0.09540000,0.09527000,0.09537000,234602.00000000,,,,,
2024-09-07 15:44,0.09536,0.0954,0.09536,0.0954,27153.6,0.09537000,0.09540000,0.09537000,0.09539000,115795.00000000,,,,,
2024-09-07 15:45,0.0954,0.09554,0.09537,0.09547,103576.4,0.09539000,0.09553000,0.09539000,0.09547000,292460.00000000,,,,,
2024-09-07 15:46,0.09546,0.09554,0.0954,0.09551,83143.9,0.09548000,0.09555000,0.09541000,0.09551000,312421.00000000,,,,,
2024-09-07 15:47,0.09553,0.09555,0.09549,0.09553,170395.3,0.09552000,0.09553000,0.09550000,0.09553000,79292.00000000,,,,,
2024-09-07 15:48,0.09551,0.09565,0.0955,0.09558,1066100.0,0.09552000,0.09568000,0.09551000,0.09559000,5253455.00000000,0.095829,0.095859,0.095829,0.095859,5944.72015697
