time,open,high,low,close,volume
2025-12-01 10:56:00,2845.00000000,2845.09000000,2845.00000000,2845.01000000,209.69800000
2025-12-01 10:57:00,2845.01000000,2845.49000000,2845.00000000,2845.00000000,600.99600000
2025-12-01 10:58:00,2845.00000000,2845.12000000,2844.00000000,2844.22000000,3233.85540000
2025-12-01 10:59:00,2844.21000000,2844.90000000,2844.02000000,2844.02000000,464.23410000
2025-12-01 11:00:00,2844.02000000,2844.03000000,2842.36000000,2842.37000000,1775.21870000
2025-12-01 11:01:00,2842.37000000,2845.26000000,2842.37000000,2845.25000000,826.83400000
2025-12-01 11:02:00,2845.25000000,2845.26000000,2840.94000000,2841.00000000,341.53720000
2025-12-01 11:03:00,2840.99000000,2841.65000000,2840.02000000,2841.44000000,379.31360000
2025-12-01 11:04:00,2841.44000000,2841.44000000,2839.06000000,2839.07000000,157.09120000
2025-12-01 11:05:00,2839.06000000,2839.07000000,2837.02000000,2837.71000000,438.40380000
2025-12-01 11:06:00,2837.70000000,2838.55000000,2836.80000000,2837.40000000,285.37120000
2025-12-01 11:07:00,2837.40000000,2838.04000000,2837.21000000,2837.57000000,257.39620000
2025-12-01 11:08:00,2837.56000000,2837.73000000,2836.01000000,2836.92000000,347.88990000
2025-12-01 11:09:00,2836.93000000,2838.01000000,2836.00000000,2837.36000000,2348.51170000
2025-12-01 11:10:00,2837.37000000,2839.10000000,2837.36000000,2839.00000000,366.76790000
2025-12-01 11:11:00,2839.00000000,2839.01000000,2836.52000000,2838.22000000,2372.96370000
2025-12-01 11:12:00,2838.22000000,2838.30000000,2838.00000000,2838.18000000,330.18200000
2025-12-01 11:13:00,2838.18000000,2839.03000000,2837.60000000,2837.61000000,1716.69170000
2025-12-01 11:14:00,2837.60000000,2839.07000000,2837.47000000,2838.55000000,362.17340000
2025-12-01 11:15:00,2838.55000000,2838.56000000,2838.20000000,2838.49000000,185.96460000
2025-12-01 11:16:00,2838.48000000,2845.12000000,2838.48000000,2844.73000000,824.12300000
2025-12-01 11:17:00,2844.73000000,2846.01000000,2842.75000000,2844.00000000,2201.15660000
2025-12-01 11:18:00,2844.01000000,2844.01000000,2844.00000000,2844.00000000,1376.94600000
2025-12-01 11:19:00,2844.00000000,2844.79000000,2844.00000000,2844.01000000,819.07910000
2025-12-01 11:20:00,2844.00000000,2844.21000000,2841.76000000,2842.64000000,644.97770000
2025-12-01 11:21:00,2842.65000000,2845.07000000,2842.52000000,2844.76000000,740.28240000
2025-12-01 11:22:00,2844.75000000,2844.75000000,2843.13000000,2844.73000000,476.36740000
2025-12-01 11:23:00,2844.74000000,2845.00000000,2844.47000000,2844.77000000,122.39360000
2025-12-01 11:24:00,2844.77000000,2845.97000000,2844.77000000,2845.91000000,243.30590000
2025-12-01 11:25:00,2845.91000000,2850.66000000,2845.91000000,2848.29000000,937.40810000
2025-12-01 11:26:00,2848.29000000,2848.87000000,2844.52000000,2845.36000000,684.16010000
2025-12-01 11:27:00,2845.36000000,2845.36000000,2843.46000000,2844.33000000,806.58950000
2025-12-01 11:28:00,2844.32000000,2844.73000000,2844.01000000,2844.73000000,129.04740000
2025-12-01 11:29:00,2844.73000000,2846.74000000,2844.00000000,2845.01000000,3301.81560000
2025-12-01 11:30:00,2845.03000000,2845.32000000,2843.12000000,2844.27000000,825.66480000
2025-12-01 11:31:00,2844.28000000,2845.04000000,2844.19000000,2845.04000000,253.72430000
2025-12-01 11:32:00,2845.04000000,2846.06000000,2845.00000000,2845.00000000,3180.94350000
2025-12-01 11:33:00,2845.00000000,2845.01000000,2843.72000000,2844.40000000,873.99680000
2025-12-01 11:34:00,2844.41000000,2844.53000000,2842.61000000,2844.05000000,638.15780000
2025-12-01 11:35:00,2844.04000000,2844.29000000,2844.00000000,2844.29000000,135.41920000
2025-12-01 11:36:00,2844.28000000,2845.01000000,2844.00000000,2845.01000000,1197.28920000
2025-12-01 11:37:00,2845.00000000,2845.99000000,2845.00000000,2845.04000000,284.09450000
2025-12-01 11:38:00,2845.04000000,2845.34000000,2844.00000000,2845.34000000,1806.59590000
2025-12-01 11:39:00,2845.33000000,2845.74000000,2844.21000000,2844.85000000,207.48900000
2025-12-01 11:40:00,2844.86000000,2845.42000000,2844.42000000,2844.45000000,161.44710000
2025-12-01 11:41:00,2844.46000000,2844.54000000,2842.37000000,2842.38000000,2113.66630000
2025-12-01 11:42:00,2842.38000000,2843.35000000,2842.37000000,2843.34000000,145.63410000
2025-12-01 11:43:00,2843.34000000,2843.35000000,2840.49000000,2840.56000000,290.87620000
2025-12-01 11:44:00,2840.56000000,2840.56000000,2837.66000000,2838.41000000,556.24410000
2025-12-01 11:45:00,2838.41000000,2840.00000000,2838.13000000,2839.80000000,353.55800000
2025-12-01 11:46:00,2839.80000000,2840.55000000,2839.75000000,2840.01000000,251.97510000
2025-12-01 11:47:00,2840.01000000,2840.01000000,2837.63000000,2838.00000000,206.18490000
2025-12-01 11:48:00,2838.00000000,2841.00000000,2838.00000000,2840.99000000,124.09790000
2025-12-01 11:49:00,2841.00000000,2842.16000000,2840.99000000,2842.15000000,383.85660000
2025-12-01 11:50:00,2842.15000000,2843.19000000,2842.15000000,2843.18000000,249.51460000
2025-12-01 11:51:00,2843.18000000,2843.19000000,2839.68000000,2839.68000000,447.35200000
2025-12-01 11:52:00,2839.69000000,2840.45000000,2839.27000000,2839.73000000,238.26630000
2025-12-01 11:53:00,2839.74000000,2841.25000000,2839.73000000,2839.77000000,130.04250000
2025-12-01 11:54:00,2839.77000000,2840.00000000,2839.18000000,2839.99000000,159.05160000
2025-12-01 11:55:00,2839.99000000,2839.99000000,2838.58000000,2839.21000000,179.19040000
2025-12-01 11:56:00,2839.22000000,2839.90000000,2839.21000000,2839.68000000,127.12290000
2025-12-01 11:57:00,2839.67000000,2839.69000000,2838.26000000,2838.54000000,166.49970000
2025-12-01 11:58:00,2838.55000000,2839.49000000,2838.00000000,2838.00000000,207.27890000
2025-12-01 11:59:00,2838.00000000,2839.50000000,2837.88000000,2838.35000000,609.83370000
2025-12-01 12:00:00,2838.36000000,2840.31000000,2838.36000000,2839.42000000,412.93420000
2025-12-01 12:01:00,2839.43000000,2839.99000000,2839.22000000,2839.34000000,235.32150000
2025-12-01 12:02:00,2839.33000000,2839.62000000,2831.76000000,2832.16000000,1139.04110000
2025-12-01 12:03:00,2832.17000000,2833.01000000,2831.00000000,2832.99000000,641.94700000
2025-12-01 12:04:00,2833.00000000,2835.06000000,2833.00000000,2833.10000000,249.56950000
2025-12-01 12:05:00,2833.09000000,2833.09000000,2823.98000000,2827.19000000,2343.82790000
2025-12-01 12:06:00,2827.19000000,2828.54000000,2825.90000000,2828.53000000,474.87100000
2025-12-01 12:07:00,2828.53000000,2828.90000000,2826.43000000,2826.43000000,235.03410000
2025-12-01 12:08:00,2826.43000000,2827.65000000,2824.83000000,2826.01000000,327.62120000
2025-12-01 12:09:00,2826.01000000,2827.55000000,2823.55000000,2825.27000000,579.82430000
2025-12-01 12:10:00,2825.28000000,2826.42000000,2824.31000000,2825.65000000,547.01370000
2025-12-01 12:11:00,2825.64000000,2825.64000000,2821.37000000,2822.94000000,919.86010000
2025-12-01 12:12:00,2822.95000000,2822.95000000,2818.74000000,2819.85000000,528.61290000
2025-12-01 12:13:00,2819.85000000,2821.12000000,2818.89000000,2818.89000000,497.11130000
2025-12-01 12:14:00,2818.90000000,2820.61000000,2818.00000000,2820.59000000,790.14550000
2025-12-01 12:15:00,2820.60000000,2823.87000000,2820.60000000,2823.82000000,436.37370000
2025-12-01 12:16:00,2823.81000000,2824.32000000,2822.54000000,2824.32000000,252.77760000
2025-12-01 12:17:00,2824.31000000,2825.01000000,2821.35000000,2823.48000000,498.04730000
2025-12-01 12:18:00,2823.49000000,2824.92000000,2822.50000000,2822.51000000,318.65110000
2025-12-01 12:19:00,2822.51000000,2823.98000000,2822.51000000,2823.80000000,121.33540000
2025-12-01 12:20:00,2823.81000000,2823.81000000,2822.10000000,2822.62000000,725.00610000
2025-12-01 12:21:00,2822.62000000,2828.00000000,2822.62000000,2825.00000000,283.28840000
2025-12-01 12:22:00,2825.01000000,2825.98000000,2823.97000000,2825.97000000,545.88550000
2025-12-01 12:23:00,2825.98000000,2828.76000000,2825.33000000,2826.08000000,847.64940000
2025-12-01 12:24:00,2826.09000000,2826.14000000,2825.27000000,2825.93000000,120.38600000
2025-12-01 12:25:00,2825.92000000,2826.36000000,2823.94000000,2824.86000000,405.16420000
2025-12-01 12:26:00,2824.86000000,2824.86000000,2821.39000000,2821.58000000,173.45950000
2025-12-01 12:27:00,2821.58000000,2821.59000000,2820.00000000,2820.35000000,119.48390000
2025-12-01 12:28:00,2820.35000000,2820.73000000,2819.85000000,2820.71000000,161.25700000
2025-12-01 12:29:00,2820.72000000,2822.00000000,2819.88000000,2821.74000000,228.03420000
2025-12-01 12:30:00,2821.74000000,2821.74000000,2820.00000000,2820.20000000,201.33180000
2025-12-01 12:31:00,2820.20000000,2820.24000000,2817.02000000,2817.36000000,225.58510000
2025-12-01 12:32:00,2817.36000000,2819.03000000,2817.00000000,2817.37000000,241.85600000
2025-12-01 12:33:00,2817.37000000,2817.96000000,2814.16000000,2814.39000000,647.74410000
2025-12-01 12:34:00,2814.39000000,2816.91000000,2814.39000000,2815.75000000,407.21120000
2025-12-01 12:35:00,2815.74000000,2820.69000000,2815.74000000,2820.69000000,487.56740000
2025-12-01 12:36:00,2820.70000000,2825.39000000,2820.69000000,2823.05000000,972.11490000
2025-12-01 12:37:00,2823.04000000,2823.04000000,2819.09000000,2819.20000000,348.62380000
2025-12-01 12:38:00,2819.19000000,2821.05000000,2819.09000000,2820.14000000,162.19670000
2025-12-01 12:39:00,2820.13000000,2820.13000000,2816.34000000,2816.35000000,296.72510000
2025-12-01 12:40:00,2816.35000000,2816.50000000,2811.99000000,2813.11000000,1093.75990000
2025-12-01 12:41:00,2813.10000000,2815.40000000,2812.81000000,2814.68000000,222.31730000
2025-12-01 12:42:00,2814.67000000,2816.20000000,2811.60000000,2812.50000000,405.03050000
2025-12-01 12:43:00,2812.36000000,2815.52000000,2811.71000000,2815.34000000,331.16250000
2025-12-01 12:44:00,2815.33000000,2818.64000000,2815.33000000,2818.37000000,228.51070000
2025-12-01 12:45:00,2818.37000000,2819.50000000,2818.15000000,2818.42000000,299.72130000
2025-12-01 12:46:00,2818.41000000,2818.41000000,2810.94000000,2811.54000000,541.96750000
2025-12-01 12:47:00,2811.53000000,2814.34000000,2810.23000000,2813.70000000,778.10340000
2025-12-01 12:48:00,2813.70000000,2815.24000000,2805.44000000,2805.44000000,1247.19850000
2025-12-01 12:49:00,2805.45000000,2807.11000000,2794.59000000,2800.76000000,5491.71310000
2025-12-01 12:50:00,2800.76000000,2818.67000000,2797.80000000,2816.26000000,2264.19850000
2025-12-01 12:51:00,2816.26000000,2828.29000000,2816.18000000,2824.21000000,1284.97130000
2025-12-01 12:52:00,2824.22000000,2827.28000000,2821.63000000,2822.45000000,683.96280000
2025-12-01 12:53:00,2822.44000000,2827.28000000,2821.29000000,2825.26000000,722.13210000
2025-12-01 12:54:00,2825.26000000,2829.28000000,2821.31000000,2822.49000000,581.80530000
2025-12-01 12:55:00,2822.49000000,2822.76000000,2817.00000000,2817.09000000,345.37150000
2025-12-01 12:56:00,2817.10000000,2822.01000000,2817.10000000,2820.03000000,260.61210000
2025-12-01 12:57:00,2820.04000000,2826.21000000,2819.97000000,2825.62000000,507.55440000
2025-12-01 12:58:00,2825.62000000,2827.48000000,2824.30000000,2824.63000000,303.89170000
2025-12-01 12:59:00,2824.63000000,2825.09000000,2820.64000000,2821.08000000,296.47510000
2025-12-01 13:00:00,2821.08000000,2822.69000000,2819.53000000,2821.44000000,260.20110000
2025-12-01 13:01:00,2821.43000000,2827.99000000,2820.94000000,2823.53000000,790.75430000
2025-12-01 13:02:00,2823.52000000,2835.54000000,2822.49000000,2833.80000000,1774.82360000
2025-12-01 13:03:00,2833.80000000,2839.83000000,2831.61000000,2837.33000000,1137.11150000
2025-12-01 13:04:00,2837.34000000,2839.76000000,2830.57000000,2831.22000000,598.07200000
2025-12-01 13:05:00,2831.22000000,2833.63000000,2828.49000000,2828.71000000,441.31990000
2025-12-01 13:06:00,2828.70000000,2831.21000000,2826.49000000,2827.28000000,469.62100000
2025-12-01 13:07:00,2827.28000000,2833.63000000,2827.28000000,2833.62000000,220.72590000
2025-12-01 13:08:00,2833.63000000,2836.60000000,2832.95000000,2834.21000000,382.51230000
2025-12-01 13:09:00,2834.21000000,2835.66000000,2833.08000000,2833.95000000,374.12740000
2025-12-01 13:10:00,2833.95000000,2833.96000000,2826.15000000,2826.41000000,526.75440000
2025-12-01 13:11:00,2826.42000000,2829.48000000,2822.33000000,2824.48000000,490.08050000
2025-12-01 13:12:00,2824.48000000,2827.98000000,2823.37000000,2826.74000000,1762.32910000
2025-12-01 13:13:00,2826.74000000,2829.48000000,2824.17000000,2826.13000000,1313.08100000
2025-12-01 13:14:00,2826.13000000,2828.35000000,2825.88000000,2828.35000000,175.44640000
2025-12-01 13:15:00,2828.36000000,2830.54000000,2828.05000000,2829.31000000,316.72210000
2025-12-01 13:16:00,2829.31000000,2829.32000000,2825.74000000,2828.55000000,186.46780000
2025-12-01 13:17:00,2828.55000000,2828.55000000,2822.65000000,2827.83000000,279.27390000
2025-12-01 13:18:00,2827.82000000,2828.56000000,2823.49000000,2823.50000000,371.27040000
2025-12-01 13:19:00,2823.51000000,2825.18000000,2822.96000000,2824.22000000,85.41070000
2025-12-01 13:20:00,2824.23000000,2826.95000000,2824.23000000,2826.60000000,163.83140000
2025-12-01 13:21:00,2826.60000000,2827.00000000,2823.94000000,2824.48000000,102.65420000
2025-12-01 13:22:00,2824.47000000,2828.38000000,2824.47000000,2827.43000000,136.39710000
2025-12-01 13:23:00,2827.44000000,2829.15000000,2825.81000000,2829.14000000,539.30380000
2025-12-01 13:24:00,2829.15000000,2829.45000000,2825.46000000,2825.71000000,197.92960000
2025-12-01 13:25:00,2825.70000000,2826.50000000,2822.16000000,2822.75000000,349.77680000
2025-12-01 13:26:00,2822.76000000,2826.59000000,2822.00000000,2826.59000000,128.98270000
2025-12-01 13:27:00,2826.58000000,2826.59000000,2822.79000000,2822.79000000,163.90190000
2025-12-01 13:28:00,2822.79000000,2823.96000000,2822.39000000,2823.96000000,158.45670000
2025-12-01 13:29:00,2823.95000000,2824.61000000,2823.42000000,2823.43000000,119.97400000
2025-12-01 13:30:00,2823.42000000,2824.04000000,2820.21000000,2822.40000000,985.97900000
2025-12-01 13:31:00,2822.39000000,2823.00000000,2817.08000000,2817.92000000,863.37270000
2025-12-01 13:32:00,2817.91000000,2818.51000000,2815.42000000,2816.80000000,684.86990000
2025-12-01 13:33:00,2816.81000000,2817.90000000,2814.84000000,2817.63000000,345.25030000
2025-12-01 13:34:00,2817.64000000,2818.90000000,2813.99000000,2814.43000000,288.27810000
2025-12-01 13:35:00,2814.43000000,2814.58000000,2808.40000000,2813.99000000,534.40380000
2025-12-01 13:36:00,2813.98000000,2816.82000000,2813.44000000,2815.69000000,340.86450000
2025-12-01 13:37:00,2815.69000000,2815.70000000,2811.99000000,2812.48000000,1365.31210000
2025-12-01 13:38:00,2812.48000000,2814.33000000,2811.46000000,2811.76000000,872.95850000
2025-12-01 13:39:00,2811.76000000,2812.30000000,2810.00000000,2810.08000000,457.02240000
2025-12-01 13:40:00,2810.08000000,2810.88000000,2808.22000000,2810.16000000,798.40960000
2025-12-01 13:41:00,2810.16000000,2813.92000000,2810.16000000,2811.84000000,615.95710000
2025-12-01 13:42:00,2811.85000000,2812.91000000,2809.00000000,2810.68000000,278.82340000
2025-12-01 13:43:00,2810.68000000,2812.58000000,2810.67000000,2812.01000000,306.18340000
2025-12-01 13:44:00,2812.01000000,2815.56000000,2809.51000000,2810.11000000,541.45120000
2025-12-01 13:45:00,2810.11000000,2813.12000000,2810.04000000,2811.87000000,327.14970000
2025-12-01 13:46:00,2811.87000000,2812.80000000,2809.59000000,2811.22000000,533.09450000
2025-12-01 13:47:00,2811.21000000,2811.55000000,2809.38000000,2811.14000000,345.89150000
2025-12-01 13:48:00,2811.14000000,2811.45000000,2808.23000000,2809.55000000,411.95130000
2025-12-01 13:49:00,2809.55000000,2810.97000000,2808.87000000,2809.71000000,351.63320000
2025-12-01 13:50:00,2809.71000000,2811.11000000,2805.00000000,2810.84000000,719.07870000
2025-12-01 13:51:00,2810.84000000,2814.84000000,2806.98000000,2814.21000000,535.88880000
2025-12-01 13:52:00,2814.22000000,2815.56000000,2813.16000000,2813.65000000,521.86310000
2025-12-01 13:53:00,2813.66000000,2817.03000000,2812.55000000,2815.20000000,937.24110000
2025-12-01 13:54:00,2815.20000000,2815.65000000,2812.65000000,2813.51000000,439.22350000
2025-12-01 13:55:00,2813.50000000,2813.50000000,2808.33000000,2810.61000000,386.88240000
2025-12-01 13:56:00,2810.61000000,2812.70000000,2809.74000000,2811.18000000,400.49260000
2025-12-01 13:57:00,2811.18000000,2813.00000000,2810.93000000,2811.90000000,355.78510000
2025-12-01 13:58:00,2811.90000000,2814.57000000,2811.90000000,2813.32000000,360.91880000
2025-12-01 13:59:00,2813.32000000,2813.80000000,2813.18000000,2813.29000000,304.45520000
2025-12-01 14:00:00,2813.28000000,2814.57000000,2812.43000000,2813.09000000,379.96430000
2025-12-01 14:01:00,2813.09000000,2814.99000000,2813.08000000,2814.71000000,400.90170000
2025-12-01 14:02:00,2814.72000000,2814.91000000,2811.19000000,2814.00000000,827.14590000
2025-12-01 14:03:00,2814.00000000,2816.48000000,2813.99000000,2814.50000000,874.66480000
2025-12-01 14:04:00,2814.50000000,2822.66000000,2814.50000000,2821.32000000,1112.68920000
2025-12-01 14:05:00,2821.32000000,2821.80000000,2813.56000000,2813.56000000,536.06720000
2025-12-01 14:06:00,2813.56000000,2815.94000000,2812.53000000,2813.16000000,386.72810000
2025-12-01 14:07:00,2813.15000000,2813.16000000,2809.43000000,2809.66000000,456.13320000
2025-12-01 14:08:00,2809.65000000,2814.16000000,2809.46000000,2813.57000000,380.79440000
2025-12-01 14:09:00,2813.58000000,2820.94000000,2813.58000000,2820.94000000,608.85710000
2025-12-01 14:10:00,2820.94000000,2822.84000000,2820.17000000,2822.01000000,411.60080000
2025-12-01 14:11:00,2822.01000000,2822.01000000,2818.01000000,2820.07000000,275.90510000
2025-12-01 14:12:00,2820.07000000,2826.50000000,2819.81000000,2824.07000000,988.48500000
2025-12-01 14:13:00,2824.08000000,2826.25000000,2822.07000000,2822.19000000,578.87290000
2025-12-01 14:14:00,2822.18000000,2822.47000000,2819.99000000,2820.90000000,494.66140000
2025-12-01 14:15:00,2820.91000000,2822.11000000,2816.42000000,2818.52000000,411.67010000
2025-12-01 14:16:00,2818.52000000,2818.77000000,2815.01000000,2815.93000000,368.35250000
2025-12-01 14:17:00,2815.92000000,2815.92000000,2814.27000000,2814.75000000,212.85070000
2025-12-01 14:18:00,2814.76000000,2817.31000000,2814.75000000,2816.02000000,333.40800000
2025-12-01 14:19:00,2816.02000000,2818.74000000,2815.10000000,2818.44000000,367.69790000
2025-12-01 14:20:00,2818.43000000,2819.20000000,2815.93000000,2816.42000000,261.84820000
2025-12-01 14:21:00,2816.42000000,2816.95000000,2815.09000000,2815.98000000,382.67520000
2025-12-01 14:22:00,2815.99000000,2818.37000000,2815.52000000,2817.71000000,247.18900000
2025-12-01 14:23:00,2817.71000000,2817.71000000,2815.39000000,2815.39000000,245.82240000
2025-12-01 14:24:00,2815.40000000,2816.30000000,2815.00000000,2815.35000000,305.51570000
2025-12-01 14:25:00,2815.34000000,2817.81000000,2813.96000000,2817.81000000,424.67360000
2025-12-01 14:26:00,2817.80000000,2817.88000000,2815.27000000,2816.40000000,283.70730000
2025-12-01 14:27:00,2816.39000000,2818.06000000,2815.67000000,2817.95000000,384.59450000
2025-12-01 14:28:00,2817.96000000,2820.50000000,2817.96000000,2820.36000000,281.18300000
2025-12-01 14:29:00,2820.35000000,2821.32000000,2820.00000000,2820.31000000,301.93550000
2025-12-01 14:30:00,2820.32000000,2821.79000000,2815.60000000,2820.57000000,854.75880000
2025-12-01 14:31:00,2820.57000000,2821.11000000,2806.75000000,2807.39000000,709.22640000
2025-12-01 14:32:00,2807.40000000,2813.79000000,2805.88000000,2812.65000000,545.81200000
2025-12-01 14:33:00,2812.65000000,2818.23000000,2810.44000000,2816.83000000,580.07900000
2025-12-01 14:34:00,2816.84000000,2819.50000000,2813.99000000,2818.00000000,517.14120000
2025-12-01 14:35:00,2818.00000000,2823.95000000,2818.00000000,2821.01000000,1108.78670000
2025-12-01 14:36:00,2821.01000000,2829.41000000,2820.83000000,2828.72000000,910.27230000
2025-12-01 14:37:00,2828.73000000,2832.00000000,2826.78000000,2828.98000000,817.66790000
2025-12-01 14:38:00,2828.98000000,2829.40000000,2822.18000000,2822.46000000,547.89450000
2025-12-01 14:39:00,2822.46000000,2823.50000000,2819.56000000,2821.19000000,896.29780000
2025-12-01 14:40:00,2821.19000000,2823.16000000,2820.20000000,2820.99000000,372.34180000
2025-12-01 14:41:00,2820.99000000,2821.17000000,2814.71000000,2819.53000000,577.96830000
2025-12-01 14:42:00,2819.52000000,2819.52000000,2815.83000000,2818.50000000,269.54830000
2025-12-01 14:43:00,2818.50000000,2819.15000000,2813.01000000,2813.26000000,328.02600000
2025-12-01 14:44:00,2813.26000000,2816.00000000,2811.76000000,2812.17000000,373.45470000
2025-12-01 14:45:00,2812.18000000,2815.22000000,2807.95000000,2815.21000000,633.24950000
2025-12-01 14:46:00,2815.21000000,2822.22000000,2815.00000000,2821.58000000,457.60550000
2025-12-01 14:47:00,2821.59000000,2823.28000000,2817.70000000,2817.70000000,306.56590000
2025-12-01 14:48:00,2817.70000000,2819.00000000,2811.67000000,2812.49000000,706.19280000
2025-12-01 14:49:00,2812.48000000,2816.91000000,2810.25000000,2810.88000000,492.43700000
2025-12-01 14:50:00,2810.88000000,2813.72000000,2808.77000000,2812.18000000,381.87050000
2025-12-01 14:51:00,2812.19000000,2814.45000000,2811.48000000,2813.80000000,232.47890000
2025-12-01 14:52:00,2813.81000000,2816.88000000,2812.49000000,2815.92000000,346.70730000
2025-12-01 14:53:00,2815.92000000,2816.84000000,2810.60000000,2810.88000000,333.33140000
2025-12-01 14:54:00,2810.88000000,2814.59000000,2806.28000000,2809.55000000,1087.32850000
2025-12-01 14:55:00,2809.55000000,2817.47000000,2809.05000000,2817.47000000,595.05450000
