time,COINBASE:open,COINBASE:high,COINBASE:low,COINBASE:close,COINBASE:volume,BINANCE:open,BINANCE:high,BINANCE:low,BINANCE:close,BINANCE:volume,BITFINEX:open,BITFINEX:high,BITFINEX:low,BITFINEX:close,BITFINEX:volume,MEXC:open,MEXC:high,MEXC:low,MEXC:close,MEXC:volume,GATEIO:open,GATEIO:high,GATEIO:low,GATEIO:close,GATEIO:volume,KRAKEN:open,KRAKEN:high,KRAKEN:low,KRAKEN:close,KRAKEN:volume
2025-12-07 22:08,89062.0,89386.04,89059.99,89362.0,8.67391147,89065.13000000,89377.63000000,89063.34000000,89353.81000000,47.66614000,89158.0,89434.0,89158.0,89385.0,0.29594505,89103.58,89368.17,89080.24,89321.98,18.06780674,89063.1,89369.7,89063.1,89343.7,840885.62220660,89098.8,89322.9,89098.8,89322.9,3.51595237
2025-12-07 22:09,89363.99,89398.47,89175.68,89332.56,5.38583809,89353.82000000,89370.07000000,89175.09000000,89326.58000000,13.45888000,89416.0,89419.0,89280.0,89398.0,0.02631901,89321.98,89359.88,89191.86,89326.56,17.28118748,89352.3,89365.8,89166.6,89331.2,864868.37128000,89322.9,89337.8,89214.5,89308.7,0.31690247
2025-12-07 22:10,89337.99,89544.79,89277.45,89536.0,5.00129882,89326.57000000,89544.17000000,89273.53000000,89529.76000000,47.98079000,89355.0,89590.0,89351.0,89590.0,0.22274027999999998,89326.56,89540.65,89274.45,89529.99,10.27137825,89331.3,89542.1,89276.2,89524.4,2455644.68605350,89308.8,89529.6,89308.7,89529.5,0.33337374
2025-12-07 22:11,89472.0,89714.87,89472.0,89671.75,5.17154879,89529.75000000,89711.67000000,89427.31000000,89673.00000000,47.81087000,89521.0,89730.0,89521.0,89700.0,0.22844232,89529.99,89724.77,89460.6,89668.82,24.41376071,89524.4,89700.4,89430.1,89675.7,2080831.69773500,89529.5,89646.4,89472.0,89646.4,2.1465837100000003
2025-12-07 22:12,89671.76,89671.76,89344.0,89347.75,4.11488819,89673.01000000,89685.29000000,89322.64000000,89333.48000000,21.44082000,89688.0,89688.0,89439.0,89439.0,0.01024083,89668.82,89682.87,89372.17,89372.17,7.58642604,89675.7,89675.7,89327.7,89327.8,1832403.39460240,89646.4,89654.8,89415.9,89415.9,0.42933125
2025-12-07 22:13,89342.01,89385.99,89272.0,89342.01,4.80355731,89333.48000000,89386.41000000,89260.00000000,89336.33000000,24.53272000,89420.0,89420.0,89370.0,89374.0,0.0048823899999999995,89372.17,89373.99,89273.88,89340.08,9.12154606,89327.8,89375.5,89262.3,89328,1804016.43142920,89397.2,89397.2,89290.0,89340.1,0.22859508
2025-12-07 22:14,89348.0,89444.0,89323.97,89378.01,5.66012854,89336.32000000,89434.95000000,89315.08000000,89374.19000000,16.73907000,89412.0,89474.0,89412.0,89458.0,0.0276946,89340.08,89393.94,89320.92,89370.25,16.54231987,89328,89429.9,89305.5,89371.2,1744693.07462030,89340.2,89424.6,89340.2,89392.3,3.08553255
2025-12-07 22:15,89385.98,89458.24,89273.2,89313.99,5.20504665,89374.20000000,89450.00000000,89265.87000000,89310.77000000,22.94304000,89448.0,89482.0,89370.0,89404.0,0.11297882000000001,89370.25,89419.96,89276.7,89310.77,2.55848274,89371.2,89439,89262.2,89298.3,692512.06262530,89392.3,89392.3,89340.2,89340.3,0.19006443
2025-12-07 22:16,89309.99,89384.0,89235.04,89380.01,5.2063851,89310.78000000,89373.94000000,89225.05000000,89373.94000000,25.59551000,89350.0,89394.0,89321.0,89394.0,0.8356861,89310.77,89330.88,89234.03,89323.53,0.70224896,89298.8,89378.3,89237.6,89378.3,1060462.58963610,89340.3,89340.3,89277.5,89340.2,0.16710843
2025-12-07 22:17,89380.01,89549.95,89380.01,89514.01,6.21250519,89373.94000000,89538.96000000,89373.94000000,89509.94000000,17.79743000,89440.0,89570.0,89440.0,89570.0,0.01117966,89323.53,89528.79,89323.53,89509.94,4.15316907,89378.4,89528.6,89378.4,89507,872602.47476960,89340.2,89510.4,89340.2,89510.4,0.35588575
